id,object_file,wind_speed,rotate_angle,num_iterations,resolution,drag_coefficient,moment_coefficient,lift_coefficient,front_lift_coefficient,rear_lift_coefficient,input_mesh_path,openfoam_mesh_path,pressure_field_mesh_path,streamlines_mesh_path
0952iocbfmt1bnywxanz1opgd,object_378.obj,10,0,300,5,0.6151127,0.06099258,0.1554068,0.1154032,-0.056226,data/train/0xpizn6ey9b2zye3u3kaprrdp/input_mesh.obj,data/train/0pbzye5naqfjpfv4hpxu8opic/openfoam_mesh.obj,data/train/12rcxturn9numrtxoczcszzij/pressure_field_mesh.vtk,data/train/11vjey9ed67uyhihbcwnjcu1x/streamlines_mesh.ply
03pm6jjfn3rj1p99wy5x0wsv6,object_108.obj,41,0,300,5,0.3005705,0.9799713,0.2250688,-0.0194704,-0.2060897,data/train/0ytv8ku2storu5tv5p9phn9uu/input_mesh.obj,data/train/033ms5q11fecnt1q842w4a111/openfoam_mesh.obj,data/train/0msw0osaumhth8obnosihdde3/pressure_field_mesh.vtk,data/train/0un2ouc292eamnpojzfsccq6k/streamlines_mesh.ply
0wf7pyebf7tu3ffft7i6ez5c4,object_471.obj,26,137,300,5,0.509339,-0.0576649,0.0854267,0.7519804,-0.2367087,data/train/0brb2h4g1raquo7br0jyr992s/input_mesh.obj,data/train/0ukp6tyd0q6xufr4p7hkgn9zm/openfoam_mesh.obj,data/train/0heodh7ygf2jqqopwczccddsj/pressure_field_mesh.vtk,data/train/13ffgkz5n9dts9mr7n1e3y9oz/streamlines_mesh.ply
0uyiwqduz3guj5h7ptw8gtyey,object_623.obj,44,180,300,5,0.4775596,0.2512127,0.4085159,0.5283859,-0.1696676,data/train/0qnk517sbfpwwa4giopm8f443/input_mesh.obj,data/train/0brb2h4g1raquo7br0jyr992s/openfoam_mesh.obj,data/train/0mn5fz23emyc5v1ngic3jfunz/pressure_field_mesh.vtk,data/train/0p761x08nsad6mgx2bpjy3qkx/streamlines_mesh.ply
0wr65p0ykx3tvp9xequ4u0qnn,object_409.obj,44,0,300,5,0.1980812,0.5823643,-0.1096236,-0.005510875,-0.06228911,data/train/074jiq3mztofxdrgb7eguqp09/input_mesh.obj,data/train/0mwj3qqksjzemg5kh8ouv4vnh/openfoam_mesh.obj,data/train/0u9mv5o0p4o65x2ur6e0k3ia0/pressure_field_mesh.vtk,data/train/12n14wrxm49twum3foynakojw/streamlines_mesh.ply
0r156upbmqojyk8szke5wceaq,object_90.obj,47,0,300,5,0.660766,-0.08777539,0.2993466,0.4390087,-0.2827061,data/train/129w5hyrhd5x9coktpxmzo8op/input_mesh.obj,data/train/03qxu0e7326zzddgua0dz4ing/openfoam_mesh.obj,data/train/0w9tgj3o9h1607m39kqdg4zq3/pressure_field_mesh.vtk,data/train/0hhbsx811nfjxhekyjnfqm6is/streamlines_mesh.ply
0vqph0y5z6dw5e10krpvjugqk,object_470.obj,22,260,300,5,0.9532212,0.1542395,0.04508879,0.9343448,0.02761833,data/train/0ojkr55avsw0k7q0jhou2ggw5/input_mesh.obj,data/train/01rjcfw32nw2c5usweqx0jx88/openfoam_mesh.obj,data/train/10q6j6dw8rxwi4dn183pgmhbb/pressure_field_mesh.vtk,data/train/0ty13ujz21qw6bs4mtfdwtnpk/streamlines_mesh.ply
0n0pnhuc0374d5p54qz5165zf,object_71.obj,26,29,300,5,0.6320899,0.3019688,0.1141518,0.1096227,-0.1260018,data/train/0zg2gwh0vz64rtorqgdrg5c9n/input_mesh.obj,data/train/09gwks5sbtc9tuwt3w616wrhu/openfoam_mesh.obj,data/train/0bnqa3t3sgiokgjbh47ige71q/pressure_field_mesh.vtk,data/train/11d071fy81m0tvqf13o3d28sy/streamlines_mesh.ply
124tgqax1c3z8a3q7c8vy9qm8,object_437.obj,44,85,300,5,0.2948943,0.1534837,-0.06972348,0.7214076,-0.07071159,data/train/0oztw88ytcnwyamkrgfpcehwd/input_mesh.obj,data/train/07rev2432hc1kw6z0mtdb20r4/openfoam_mesh.obj,data/train/0dzp2vb3ng9nj4mgnbbtxwcen/pressure_field_mesh.vtk,data/train/0uyiwqduz3guj5h7ptw8gtyey/streamlines_mesh.ply
0wozpr59pz5vjen7tkscjcwsa,object_143.obj,35,0,300,5,0.6714414,0.1259642,0.4316426,0.4275465,0.09714048,data/train/124scntspnqaeea5mymb25v09/input_mesh.obj,data/train/05uqhxxecqe4g0wxsckftteg5/openfoam_mesh.obj,data/train/0c8z1qz1ep0vdnnhqrpvh89dq/pressure_field_mesh.vtk,data/train/025ycmwgfd1wsnp7rqhd49y58/streamlines_mesh.ply
0omf1mg0152cut0tnfgvzy54n,object_441.obj,12,199,300,5,0.7590874,0.7522899,-0.08765076,0.1669208,-0.1599902,data/train/01rpr9bmagsva90swicsz6fhm/input_mesh.obj,data/train/000aqxyri7e530hb1gobr0waq/openfoam_mesh.obj,data/train/0atdtpsnwvb9fnt75ohju6c5b/pressure_field_mesh.vtk,data/train/0wux2uiu94voa2n3tqm0jgx8x/streamlines_mesh.ply
12xr9u653xua1fe4rtgtjqoax,object_521.obj,10,142,300,5,0.4053796,-0.1158474,0.1440362,0.2804413,-0.1221047,data/train/0okcukabp7eg2bix8pdht2b1g/input_mesh.obj,data/train/146bmf0idx2d8vdrsj8dbzznx/openfoam_mesh.obj,data/train/12xr9u653xua1fe4rtgtjqoax/pressure_field_mesh.vtk,data/train/001sq58wv1ix3uj9od36ctsng/streamlines_mesh.ply
0jrezfvuu0oar3j31wnik458n,object_189.obj,42,142,300,5,0.5986168,0.03400615,0.3548882,0.1907801,-0.006205224,data/train/0h6utkzn2vvrxtkpe4ikydfo3/input_mesh.obj,data/train/0jo329gx5nuyhnef67rsen3s8/openfoam_mesh.obj,data/train/046rb4xukjwwuct07e7cdr4vz/pressure_field_mesh.vtk,data/train/0moc8m0xbiqga5185mk667zqa/streamlines_mesh.ply
047dym77gkrqttzu6rnm4ohzx,object_149.obj,21,0,300,5,0.7415737,-0.02081332,-0.2021241,0.7878288,-0.4483238,data/train/0sseayg8k8frv7mwwtr0wmpbm/input_mesh.obj,data/train/0zj3ynyf6hyk9eyh1djj0vex5/openfoam_mesh.obj,data/train/0d284he1zpf6kvone58evri1v/pressure_field_mesh.vtk,data/train/00f3o04wpygdeqk9sx95409df/streamlines_mesh.ply
09nycyt89mrf0mshxmty5su1a,object_130.obj,28,180,300,5,0.8594408,0.0196968,0.6656638,0.1745899,-0.1908107,data/train/0tx93myk5xpc80rgkhpug60o1/input_mesh.obj,data/train/0gfh0hw2bbi2tkkqed1iicmo8/openfoam_mesh.obj,data/train/0y4iubn8hpqeegrc0hdjhh9qd/pressure_field_mesh.vtk,data/train/0hp3f9izo0ymh6dk2dicwvs2i/streamlines_mesh.ply
0hke7vebi3gmv0b7wofcooofz,object_329.obj,14,0,300,5,0.4554987,-0.07844154,0.3985567,0.111125,0.031262,data/train/0d8a7y5au7g96xmqfs70m43jd/input_mesh.obj,data/train/0vqph0y5z6dw5e10krpvjugqk/openfoam_mesh.obj,data/train/004w2jcvhubfpn4n8gpavvfb2/pressure_field_mesh.vtk,data/train/02i2x2r6jzdxj9tjxboi7vubf/streamlines_mesh.ply
0zg2gwh0vz64rtorqgdrg5c9n,object_625.obj,12,180,300,5,0.5329443,0.3033642,-0.04265776,0.595221,-0.1797653,data/train/0dzdfjsfiyiyi7x2u7fjvhaog/input_mesh.obj,data/train/0ssw1wx5pbjtokf9a9rim2kik/openfoam_mesh.obj,data/train/05k4zn08fxr0mbkxvnj14wxy5/pressure_field_mesh.vtk,data/train/0yrhubvqogosqueth7ioyhyno/streamlines_mesh.ply
1247b44txyrcfx3sv2b4uaz1y,object_493.obj,36,53,300,5,0.4121442,0.5248388,-0.00449748,0.2281789,-0.1347221,data/train/10gsi7fwp7b6q8fddxiucgvxf/input_mesh.obj,data/train/07cdwao44jyzrqpszjjyfegzw/openfoam_mesh.obj,data/train/05x4eg7a717izm12z7oz5c6c4/pressure_field_mesh.vtk,data/train/140x0wzey7rc4x4g9fx58p7p6/streamlines_mesh.ply
0s2vbscep6aojwjzcw87hvx9f,object_615.obj,23,180,300,5,0.7634701,3.419742,-0.1777757,0.3705823,0.04174608,data/train/046rb4xukjwwuct07e7cdr4vz/input_mesh.obj,data/train/025ycmwgfd1wsnp7rqhd49y58/openfoam_mesh.obj,data/train/113qmcxjfxjq6y5d69vh65u1a/pressure_field_mesh.vtk,data/train/0rpnsk9bsmyqwgs6gh09ritdc/streamlines_mesh.ply
0is204f084ca67xm1mqnmsv1i,object_112.obj,26,180,300,5,1.141513,0.08459998,0.4965208,0.5898155,-0.1873469,data/train/0omf1mg0152cut0tnfgvzy54n/input_mesh.obj,data/train/0xh46dt7rbz7qyqq8ha7gq9dr/openfoam_mesh.obj,data/train/0h6utkzn2vvrxtkpe4ikydfo3/pressure_field_mesh.vtk,data/train/0ojkr55avsw0k7q0jhou2ggw5/streamlines_mesh.ply
0ngz2ekqcgpyv0ze8pqk992eq,object_586.obj,33,298,300,5,0.8263467,0.2306763,0.3620545,-0.07256146,-0.06099761,data/train/06ewcm02b0zwczbq4i9guwtwv/input_mesh.obj,data/train/029xr65ctz9c822hm4snurbsz/openfoam_mesh.obj,data/train/127ju00fxcrtzso5es8u9k83s/pressure_field_mesh.vtk,data/train/0hfzqkaj291ehjjj0b2vmohv0/streamlines_mesh.ply
0kicvmyvhmir0nmjrqbgxykyg,object_308.obj,13,0,300,5,0.7560729,0.1352568,0.03486237,0.5826369,-0.005145172,data/train/07qgtvpmvez8x0matr3ycoheg/input_mesh.obj,data/train/0kgfkp5dm85vk51cccie6w0u9/openfoam_mesh.obj,data/train/0epkc18o8u6y14obzfa3apeam/pressure_field_mesh.vtk,data/train/10xkosi4nmh0y78bbfo6xt8n8/streamlines_mesh.ply
0wr62tcmmbfih13bkq1w3nrv6,object_30.obj,43,112,300,5,0.9710118,0.2676007,0.305921,0.1557271,-0.3359083,data/train/0s2vbscep6aojwjzcw87hvx9f/input_mesh.obj,data/train/0v035nt6qf80uegv8ph4n6jyf/openfoam_mesh.obj,data/train/0nixq7m1mtcm10eef40xxs5q0/pressure_field_mesh.vtk,data/train/0u6k066n4m70k5pesi1i6x1n2/streamlines_mesh.ply
0yoz261epwv20awq8g83cvncz,object_192.obj,26,180,300,5,0.4009133,0.238029,-0.06268229,0.2165445,-0.1626614,data/train/0wf7pyebf7tu3ffft7i6ez5c4/input_mesh.obj,data/train/0bk68k8rh5f77q8iict6h3c81/openfoam_mesh.obj,data/train/0xijazb2o776nbeg5zoha7ctq/pressure_field_mesh.vtk,data/train/0zo9boqv47t4vuc4zwwd5499o/streamlines_mesh.ply
0xpdn715avyfba6h1io5jzy8h,object_146.obj,40,180,300,5,0.7493943,0.4205363,-0.1712386,0.1521162,-0.2223957,data/train/0x7nxzx82og1ys2m2xctbwnms/input_mesh.obj,data/train/0rfs8d7sg39u9i5fp31to5d2k/openfoam_mesh.obj,data/train/0669sug4cn3axwxnux0zp5sxt/pressure_field_mesh.vtk,data/train/0u9mv5o0p4o65x2ur6e0k3ia0/streamlines_mesh.ply
075fyrkumqsx7tofmr3o0uwbr,object_467.obj,35,235,300,5,0.8430264,0.03269244,-0.1029246,1.311519,0.2607295,data/train/090b9jmsui04d2m65phry804f/input_mesh.obj,data/train/127ju00fxcrtzso5es8u9k83s/openfoam_mesh.obj,data/train/06zormz02nxf0rc74zkrcphbc/pressure_field_mesh.vtk,data/train/0gfh0hw2bbi2tkkqed1iicmo8/streamlines_mesh.ply
004w2jcvhubfpn4n8gpavvfb2,object_130.obj,34,180,300,5,0.5786145,0.3391532,-0.1812666,-0.01115425,-0.02679482,data/train/0rra6eufbuz1ifv7g8o6sb7kb/input_mesh.obj,data/train/140x0wzey7rc4x4g9fx58p7p6/openfoam_mesh.obj,data/train/0kcuympevcsgchhv6cbomky8n/pressure_field_mesh.vtk,data/train/0vj2ehu3gdfb5izy9d00ht1id/streamlines_mesh.ply
0vjo7uyit44fcq3oiobik9vmu,object_422.obj,41,65,300,5,0.3996031,0.06171891,0.01332108,0.2062573,-0.09260512,data/train/04q2mz4qze7o0qod9oerf6jku/input_mesh.obj,data/train/0zo9boqv47t4vuc4zwwd5499o/openfoam_mesh.obj,data/train/04tmtwmd1woj11xcnct2yfzf3/pressure_field_mesh.vtk,data/train/0xpp9ooj17tuqmv3ti79en3nv/streamlines_mesh.ply
0tdsxpiapioswjtoy0o1ixjf0,object_196.obj,19,0,300,5,0.984047,0.003273201,0.2350729,1.259982,-0.2123048,data/train/12co2fbnqtbf3djn679m7pwr3/input_mesh.obj,data/train/009h2i6qin4sheqh5mjzv1c4r/openfoam_mesh.obj,data/train/0okcukabp7eg2bix8pdht2b1g/pressure_field_mesh.vtk,data/train/0mwj3qqksjzemg5kh8ouv4vnh/streamlines_mesh.ply
0y857gb6oicmu9nedhjzr8vdt,object_140.obj,43,180,300,5,0.8177516,0.008627751,0.2127047,0.06609981,-0.1323773,data/train/0u6k066n4m70k5pesi1i6x1n2/input_mesh.obj,data/train/08wf8hkzu04hbc63ichboy27c/openfoam_mesh.obj,data/train/0ty13ujz21qw6bs4mtfdwtnpk/pressure_field_mesh.vtk,data/train/0jxk9q9kba32t4mdbe07fye55/streamlines_mesh.ply
0tssy8yr994vhqy87wux7pxxq,object_697.obj,17,344,300,5,0.6590241,0.1374885,0.3676439,0.1343901,-0.2010299,data/train/0gpro5987azqqojyk9beer534/input_mesh.obj,data/train/0tzjo4k9kuciha4ev54iy8hxu/openfoam_mesh.obj,data/train/0fig1iaanmucvxfqsg8u8x7e1/pressure_field_mesh.vtk,data/train/0wf7pyebf7tu3ffft7i6ez5c4/streamlines_mesh.ply
0k1f5puur6e96p54guiytoez2,object_645.obj,36,0,300,5,0.9472686,0.1661301,0.07900664,0.8747156,-0.1525318,data/train/0fte9otbyadas3ssg2mehnuzh/input_mesh.obj,data/train/0ese3fws8xj3xxuj9n8fzd2mm/openfoam_mesh.obj,data/train/0n7tbaygfud41swvq6t23sj2r/pressure_field_mesh.vtk,data/train/0dag90ft29zmdxkt2sd4uccvo/streamlines_mesh.ply
0omyxiey4wu5rkqaky212445j,object_202.obj,24,159,300,5,0.8452659,0.1836238,1.057213,-0.07657751,-0.2425895,data/train/0m4um4jjnznwiuy8ng1ou4ema/input_mesh.obj,data/train/1381gj6fuqqfm9f4tip0izb8b/openfoam_mesh.obj,data/train/0xkrifbfr48ocqn92hoxptzim/pressure_field_mesh.vtk,data/train/0a19g2kmjfxa2x9ypz06vcft6/streamlines_mesh.ply
0n3b690bqs1krvfsq2htkg8v1,object_432.obj,48,249,300,5,0.3316227,0.3285271,0.4452842,0.5559956,-0.1644752,data/train/0ts7atbpewzkg37ry64kha1tx/input_mesh.obj,data/train/0z4k5waezc0q82j4fwh4sck9x/openfoam_mesh.obj,data/train/0d4wgi7xownpzgtjdpr8bxrih/pressure_field_mesh.vtk,data/train/0ztoymn9x4hmyoub4ec06fkoj/streamlines_mesh.ply
0xxezx5o10dmbv6wjveqf0ucg,object_527.obj,20,270,300,5,0.9344703,0.02491665,0.1869769,0.7234019,0.05560322,data/train/140a0r7kydzzmh79048cynwty/input_mesh.obj,data/train/04ksirrvycwc6tv9autajud6i/openfoam_mesh.obj,data/train/04v47xqmunos6ygec94h95v88/pressure_field_mesh.vtk,data/train/0b20o8oobc0950rh165ythy2b/streamlines_mesh.ply
13qisax22cka003h11ks8goq1,object_686.obj,17,180,300,5,0.9789103,-0.01491932,-0.1751974,0.4457023,-0.0826023,data/train/0yb5rzk6fxavux52q5jy7205k/input_mesh.obj,data/train/0edsy9bzsjnxb5zvtc90bsdmu/openfoam_mesh.obj,data/train/060i0ctsr5j5o2180d8bgabhu/pressure_field_mesh.vtk,data/train/11d0z3vb5pbohkrfo6isegctn/streamlines_mesh.ply
00tja7r22zueu09t127texxy2,object_565.obj,29,180,300,5,0.8256893,0.07153898,0.3394408,0.5397263,-0.3195044,data/train/01w0mvc2vfayjmdokhkwp4iep/input_mesh.obj,data/train/0cdbznr1q8tv24s7i30r9md2p/openfoam_mesh.obj,data/train/0wc57yqr3sy053wjn5dxqkczj/pressure_field_mesh.vtk,data/train/0365135m3qmidvoii66kmhc05/streamlines_mesh.ply
0fte9otbyadas3ssg2mehnuzh,object_585.obj,25,160,300,5,0.6259768,0.163475,0.4390784,0.7396627,-0.07898555,data/train/0nqp6cmt94yket6h9jkmr9f0m/input_mesh.obj,data/train/0hhbsx811nfjxhekyjnfqm6is/openfoam_mesh.obj,data/train/02hvtjbz1uj2fb7y3ycfp5sth/pressure_field_mesh.vtk,data/train/08axumrudzjhvnm77mrngg7ix/streamlines_mesh.ply
083di5ivkzg8epy8nuu808kyu,object_130.obj,41,0,300,5,0.2837135,0.2228554,0.2631668,0.3272917,-0.1670055,data/train/0zydn8ghp4d91i55qbjb95qx1/input_mesh.obj,data/train/0omf1mg0152cut0tnfgvzy54n/openfoam_mesh.obj,data/train/0c072e64js2o507kti7r1ntah/pressure_field_mesh.vtk,data/train/0atdtpsnwvb9fnt75ohju6c5b/streamlines_mesh.ply
0vj2ehu3gdfb5izy9d00ht1id,object_222.obj,48,70,300,5,0.8838438,-0.01336635,0.7334325,0.2256548,-0.2158555,data/train/0yriwsffb33qc3kmd7etum8vx/input_mesh.obj,data/train/05sik6r52pbfm4b7ntp1sr2pq/openfoam_mesh.obj,data/train/0txbp8uzbsekb5t5zw0x0pyh1/pressure_field_mesh.vtk,data/train/0ukp6tyd0q6xufr4p7hkgn9zm/streamlines_mesh.ply
0nqp6cmt94yket6h9jkmr9f0m,object_190.obj,24,81,300,5,0.9227324,0.6827562,-0.2753113,0.110063,-0.1485395,data/train/0vdf50ck1xqy5n7yennjaasru/input_mesh.obj,data/train/078z2w5pe9ngtorx6vrfz5c29/openfoam_mesh.obj,data/train/0bk68k8rh5f77q8iict6h3c81/pressure_field_mesh.vtk,data/train/00gerc5pxp4wwzm5s6y688pwn/streamlines_mesh.ply
0wux2uiu94voa2n3tqm0jgx8x,object_443.obj,10,257,300,5,1.117925,0.2749367,0.5536633,0.04811062,-0.05983492,data/train/09xyae6q494dtqvmwj1f9wbgs/input_mesh.obj,data/train/0a19g2kmjfxa2x9ypz06vcft6/openfoam_mesh.obj,data/train/075fyrkumqsx7tofmr3o0uwbr/pressure_field_mesh.vtk,data/train/06m8yvsvroswyc1bqwuifyf9h/streamlines_mesh.ply
0iqot71rp24xnesbpem0zygxr,object_546.obj,48,180,300,5,0.3468287,0.3189093,0.2136068,-0.07830371,-0.2457758,data/train/0gwnnw14ytmbz2x3ck3xt8hkf/input_mesh.obj,data/train/045kwzywtj3n9p0qv3cd2r83y/openfoam_mesh.obj,data/train/0jrezfvuu0oar3j31wnik458n/pressure_field_mesh.vtk,data/train/0mywao0u0espp6rzz067qwg2b/streamlines_mesh.ply
0offd0ym56gthg185m23bakob,object_241.obj,33,180,300,5,0.3721309,0.9059985,0.1380999,0.4458598,-0.2015801,data/train/09v79ef1j6o9nvhnxr4bchop6/input_mesh.obj,data/train/10xkosi4nmh0y78bbfo6xt8n8/openfoam_mesh.obj,data/train/0kk2h1modt98g47ae0ndjxgw7/pressure_field_mesh.vtk,data/train/0qnk517sbfpwwa4giopm8f443/streamlines_mesh.ply
0u74uawkyh7ig7t6zhi6xekak,object_651.obj,48,0,300,5,0.2784887,0.2299864,0.07386564,0.2314925,-0.1202329,data/train/06zormz02nxf0rc74zkrcphbc/input_mesh.obj,data/train/142jthaoy48y1fz5xit7vhu61/openfoam_mesh.obj,data/train/009h2i6qin4sheqh5mjzv1c4r/pressure_field_mesh.vtk,data/train/0ubg2as5z770gth7jx26di5wm/streamlines_mesh.ply
0hfzqkaj291ehjjj0b2vmohv0,object_28.obj,49,307,300,5,0.2899943,0.2461659,0.2014088,0.02210206,-0.4733269,data/train/04ksirrvycwc6tv9autajud6i/input_mesh.obj,data/train/0yb5rzk6fxavux52q5jy7205k/openfoam_mesh.obj,data/train/0yriwsffb33qc3kmd7etum8vx/pressure_field_mesh.vtk,data/train/10bf4wegr6tpfru0fvo3wqyc1/streamlines_mesh.ply
0xm8dvyx4imyybzcfemyv3ycn,object_473.obj,29,271,300,5,0.5955501,0.1283746,5.111136,0.3356577,-0.3356382,data/train/136qd706ar4wy4ejhiz5uv3cm/input_mesh.obj,data/train/139efagc61atd1qvrnm7gnbvm/openfoam_mesh.obj,data/train/0is204f084ca67xm1mqnmsv1i/pressure_field_mesh.vtk,data/train/0yww0mwiz6kjz5z5progbdeqb/streamlines_mesh.ply
0oj2q0cyzza7gcmwpg5de6s7v,object_590.obj,34,180,300,5,0.6358211,0.6634316,0.4566762,0.7890301,-0.2885094,data/train/0ztoymn9x4hmyoub4ec06fkoj/input_mesh.obj,data/train/013avbnssz1wasw21zovttao0/openfoam_mesh.obj,data/train/0qbqfv74efs2zcjgjdqqiebxo/pressure_field_mesh.vtk,data/train/0wozpr59pz5vjen7tkscjcwsa/streamlines_mesh.ply
127ju00fxcrtzso5es8u9k83s,object_114.obj,23,180,300,5,0.589706,0.1559134,0.05568408,0.2643516,0.002278972,data/train/0f4jmfxpt0v3s3810omqomdmq/input_mesh.obj,data/train/1233r7hjho6st2kvnpc5dpcn5/openfoam_mesh.obj,data/train/0u2dr5ykbto74a8voiad8ezv5/pressure_field_mesh.vtk,data/train/0cfz77d9wxh8h9v8if99aidy4/streamlines_mesh.ply
0e4x4zs796gt2sdjxxen14cfj,object_185.obj,10,0,300,5,0.6208301,0.673185,0.03809941,0.02248462,-0.08401772,data/train/0idb2g9wgkdv531q8hdywvzz1/input_mesh.obj,data/train/05x4eg7a717izm12z7oz5c6c4/openfoam_mesh.obj,data/train/0531v1mrc3kf0mj4cyvayi8jh/pressure_field_mesh.vtk,data/train/06mrxkvid8jmbi352eioozwpr/streamlines_mesh.ply
0tjqb3om3nnv2qxp45vxpb4oe,object_219.obj,45,302,300,5,0.349643,0.06164155,0.2521807,0.3128584,-0.1120916,data/train/01rjcfw32nw2c5usweqx0jx88/input_mesh.obj,data/train/0z5qywan1yu2rjmnu2itjo717/openfoam_mesh.obj,data/train/0e6hhz2rign084cuh7sunn146/pressure_field_mesh.vtk,data/train/0x7nxzx82og1ys2m2xctbwnms/streamlines_mesh.ply
104oyahxt7c48065xnzywa854,object_102.obj,26,180,300,5,0.7850092,0.2718821,0.5727537,-0.01613253,0.04666402,data/train/0mc1gd4rnumn66xsknz5p8m73/input_mesh.obj,data/train/0wozpr59pz5vjen7tkscjcwsa/openfoam_mesh.obj,data/train/0i8t7edm75ugcs9zya6ajaeb7/pressure_field_mesh.vtk,data/train/07xant3m9qwoq42wgq7z4c7zv/streamlines_mesh.ply
08db95fpy96x9ib78fb7tfwc5,object_539.obj,23,75,300,5,0.4518547,0.211187,0.2150124,-0.005377391,0.05864909,data/train/0gbrbno8fdmxusuaqysvbr8w5/input_mesh.obj,data/train/0k7eenzpirgnxn3ngutev72ds/openfoam_mesh.obj,data/train/0k4jf1ydwbhd1zv5ezexvjjyb/pressure_field_mesh.vtk,data/train/0r2pptuoc50vfpw2x04723upf/streamlines_mesh.ply
0ghzs69qsp5hi8q6a8fehfqaa,object_613.obj,23,0,300,5,0.8508931,0.2778894,1.006968,0.1189874,-0.1836044,data/train/1302u7gtqtjv8xd3wdamecxh9/input_mesh.obj,data/train/0yitjen7t3pqa2b21wprmkefw/openfoam_mesh.obj,data/train/0ce4u8tgc0xvkx5pwndptt0oi/pressure_field_mesh.vtk,data/train/0y857gb6oicmu9nedhjzr8vdt/streamlines_mesh.ply
0z96wubwof85i63xnycg9j5g3,object_638.obj,37,303,300,5,0.4442939,0.07208088,0.1722493,0.3627467,-0.163206,data/train/08k20ucuupqtf175o3n20ro9b/input_mesh.obj,data/train/060awz4ephr12dwt9s3pkptf0/openfoam_mesh.obj,data/train/0un2ouc292eamnpojzfsccq6k/pressure_field_mesh.vtk,data/train/02oe3igee6ipso62353patyh8/streamlines_mesh.ply
0ssw1wx5pbjtokf9a9rim2kik,object_11.obj,47,180,300,5,0.6344725,0.6251504,0.6657703,0.2287967,-0.05292591,data/train/0fiuyyta5vro17c80fy3td4qi/input_mesh.obj,data/train/047dym77gkrqttzu6rnm4ohzx/openfoam_mesh.obj,data/train/0ofhnfrbh745t5kpw90emwxsg/pressure_field_mesh.vtk,data/train/0r156upbmqojyk8szke5wceaq/streamlines_mesh.ply
0365135m3qmidvoii66kmhc05,object_509.obj,34,291,300,5,0.7151456,0.1219848,-0.2390423,-0.3122163,-0.02355829,data/train/03d1aks0mwj14behyoi9hmr2n/input_mesh.obj,data/train/090b9jmsui04d2m65phry804f/openfoam_mesh.obj,data/train/025ycmwgfd1wsnp7rqhd49y58/pressure_field_mesh.vtk,data/train/0g46xb22nmq1gc3mi2zennt1c/streamlines_mesh.ply
0qgaasfwas78yq0f2o9kao1ee,object_23.obj,25,300,300,5,0.9967194,0.7099806,0.2217015,-0.1639965,-0.4491454,data/train/0c9isxgt27n2mii0cgerpqo7t/input_mesh.obj,data/train/061q4omqt34sm7foqqzqgmouj/openfoam_mesh.obj,data/train/0gpro5987azqqojyk9beer534/pressure_field_mesh.vtk,data/train/0sfryruatwhijzi6zifadzcp2/streamlines_mesh.ply
0fshitsuapgc1rco8ych5v724,object_30.obj,44,15,300,5,0.9915831,-0.02516472,-0.1901622,0.5733608,-0.08508374,data/train/049z1q227rzn4egavv87zjv1d/input_mesh.obj,data/train/070gw8gfg5181vvppf9i0gdh9/openfoam_mesh.obj,data/train/0r81wwbbk05e5xt44ox6s9p13/pressure_field_mesh.vtk,data/train/0yug1hc7xjuymp6oixuws921w/streamlines_mesh.ply
0rra6eufbuz1ifv7g8o6sb7kb,object_447.obj,10,155,300,5,0.6792492,0.1552669,-0.04538606,5.97531,-0.1977621,data/train/0z0ykffuajyjtic7omc9h5ic9/input_mesh.obj,data/train/09uzciemvbauhv2hv5aj7gy00/openfoam_mesh.obj,data/train/07cdwao44jyzrqpszjjyfegzw/pressure_field_mesh.vtk,data/train/0kk2h1modt98g47ae0ndjxgw7/streamlines_mesh.ply
09xyae6q494dtqvmwj1f9wbgs,object_493.obj,17,236,300,5,0.366266,0.2519238,-0.4683925,0.2644829,-0.1454474,data/train/0khe84k6m3r0fzs4tk90n6e4s/input_mesh.obj,data/train/0r81wwbbk05e5xt44ox6s9p13/openfoam_mesh.obj,data/train/0d0qpf1h23tq5cj2tj6ujuhdr/pressure_field_mesh.vtk,data/train/0d8a7y5au7g96xmqfs70m43jd/streamlines_mesh.ply
04tmtwmd1woj11xcnct2yfzf3,object_211.obj,19,58,300,5,0.3567902,0.007008403,0.1669012,-0.3389414,-0.6939154,data/train/0ps2vuxwg2k91cvj4yr2w0q54/input_mesh.obj,data/train/0kpw3v22wv68bsnigscibc61d/openfoam_mesh.obj,data/train/036cpocbnjez2xuz3vj9hyo7c/pressure_field_mesh.vtk,data/train/0agdbme39o8ywu6fsuk87ngsh/streamlines_mesh.ply
0d284he1zpf6kvone58evri1v,object_650.obj,45,241,300,5,1.014376,0.5749721,-0.1413024,0.3416428,-0.1646851,data/train/0rfs8d7sg39u9i5fp31to5d2k/input_mesh.obj,data/train/0d89mkejaxg8odzajc18uvjr0/openfoam_mesh.obj,data/train/0817mqdciqnu2bacw1kvzuoyw/pressure_field_mesh.vtk,data/train/10mxs2e4s02vp48u45wwnrq0m/streamlines_mesh.ply
129w5hyrhd5x9coktpxmzo8op,object_588.obj,30,273,300,5,0.7978327,-0.01872795,-0.2025331,0.1801073,-0.0959351,data/train/09hiqnpecxdp678c7br47aksk/input_mesh.obj,data/train/0yrhubvqogosqueth7ioyhyno/openfoam_mesh.obj,data/train/13ffgkz5n9dts9mr7n1e3y9oz/pressure_field_mesh.vtk,data/train/0tssy8yr994vhqy87wux7pxxq/streamlines_mesh.ply
