model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
DeepMount00/mergekit-ties-okvgjfz,,62172ccb670864070581498fb12e7d2594ac3a77,bfloat16,4.513,LlamaForCausalLM,Original,FINISHED,2025-02-16 06:01:54,merge,8094635,2024-10-18T18:23:51.891400,True,CombinHorizon
CausalLM/14B,,46662d14130cfd34f7d90816540794f24a301f86,bfloat16,10.67,Qwen2ForCausalLM,Original,FAILED,2024-12-20 06:44:45,merge,10146182,2024-09-05T22:19:57.266115,True,Anoshor
DeepMount00/Qwen2-1.5B-Ita_v3,,b1e2f12f5224be9f7da0cb5ff30e1bbb3f10f6ca,bfloat16,8.028,LlamaForCausalLM,Original,FAILED,2025-03-03 09:10:38,chat,13958197,2025-03-10T14:39:32.391276,True,CultriX
Daemontatox/Cogito-R1,,bef2eac42fd89baa0064badbc9c7958ad9ccbed3,bfloat16,72.706,LlamaForCausalLM,Original,FINISHED,2025-03-09 03:34:58,🟢 : 🟢 pretrained,14752985,2024-12-29T16:23:16.486775,False,SaylorTwift
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,,97f5d321a8346551a5ed704997dd1e93c59883f3,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-11-19 05:11:13,🤝 : 🤝 base merges and moerges,6065670,2025-02-27T13:50:26.421653,False,CultriX
DavieLion/Lllma-3.2-1B,,808d578b460382ddc90f8828a4dcd1c58deb7045,bfloat16,1.236,LlamaForCausalLM,Original,FINISHED,2024-06-27 06:24:27,🤝 : 🤝 base merges and moerges,8097314,2024-06-16T17:19:58.908042,False,
AELLM/gemma-2-aeria-infinity-9b,,37545fbc229061956c1801968c33c5b187512c41,float16,-1.0,LlamaForCausalLM,Original,FINISHED,2024-07-04 08:46:07,🔶 : 🔶 fine-tuned on domain-specific datasets,14753499,2025-01-19T04:17:47.467959,False,CombinHorizon
CYFRAGOVPL/PLLuM-12B-nc-base,,180175561e8061be067fc349ad4491270f19976f,bfloat16,14.766,MistralForCausalLM,Original,FINISHED,2024-07-27 13:42:07,🤝 : 🤝 base merges and moerges,-1,2024-12-19T18:07:07.396017,True,1024m
01-ai/Yi-1.5-6B-Chat,,090d9f59c3b47ab8dd099ddd278c058aa6d2d529,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-12-21 20:11:34,merge,14367891,2025-01-15T04:09:53.715063,False,CultriX
Dans-DiscountModels/Dans-MemoryCore-CoreCurriculum-TestLora-1,,e9c2a4197001bf188e4bc7d49873ea84f01e27c6,bfloat16,32.764,MistralForCausalLM,Original,FINISHED,2025-01-19 04:25:30,🤝 : 🤝 base merges and moerges,14364324,2025-03-02T22:16:21.132155,True,
BramVanroy/fietje-2-instruct,,09339d9c3b118ae3c6e7beab8b84347471990988,float16,34.389,LlamaForCausalLM,Original,FAILED,2024-06-26 21:28:25,finetuned,8904834,2024-12-29T08:41:55.162868,True,BlackBeenie
DavidAU/L3-Dark-Planet-8B,,e179a406ac0855b3b0e8806323e35bfa154653de,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2025-01-11 10:12:02,🔶 : 🔶 fine-tuned on domain-specific datasets,8942331,2025-01-30T11:13:13.199725,False,Daemontatox
Danielbrdz/Barcenas-10b,,bb4b4e1fc8a1fef90735e28b336babe8e7450bd7,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-02-27 12:50:22,🔶 : 🔶 fine-tuned on domain-specific datasets,9335418,2025-01-01T16:49:47.567697,False,Alepach
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,,c8743ee5ca0efd31aa9dd1bd14c770430c85a6c1,bfloat16,16.537,T5ForConditionalGeneration,Original,FINISHED,2025-02-28 13:07:52,fine-tuned,8095917,2024-08-12T13:36:13.087035,True,lole25
BSC-LT/salamandra-7b,,9509dee6b01fff1a11dc26cf58d7eecbe3d9d9c4,float16,8.03,MistralForCausalLM,Original,FINISHED,2024-10-28 12:52:54,fine-tuned,9555448,2024-12-23T19:34:56.050369,False,Delta-Vector
Daemontatox/AetherTOT,,5fd16c5b1f70a6548d5ea779b0fa0810bd1af458,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2025-02-08 00:37:42,merge,14614098,2024-12-25T21:43:20.695066,True,CultriX
CombinHorizon/Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,,d43a819172ee7464e0dafc985fd9fdd0fd50df35,bfloat16,-1.0,MixtralForCausalLM,Original,FINISHED,2025-01-19 11:45:05,🔶 : 🔶 fine-tuned on domain-specific datasets,9152137,2025-03-10T02:23:01.478225,True,
DavieLion/Llama-3.2-1B-SPIN-iter1,,6e97a8f99e4a2411c7498e1126c849abe55a3f29,bfloat16,7.616,Qwen2ForCausalLM,Original,FINISHED,2025-02-28 13:04:58,🤝 : 🤝 base merges and moerges,8095116,2024-09-21T07:18:24.760917,True,bedio
Daemontatox/Zirel_1.5,,bc87d8557c98dc1e5fdef6ec23ed31088c4d3f35,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2025-02-07 18:26:56,merge,14697869,2025-02-28T13:23:04.284238,True,DavidAU
CausalLM/34b-beta,,a98c932f0d71d76883fe9aa9d708af0506b01343,bfloat16,8.03,GPT2LMHeadModel,Original,FINISHED,2024-10-24 01:06:12,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14394791,2024-09-02T21:28:29.297153,False,Davidsv
01-ai/Yi-1.5-34B,,beae08105412b6f650ffacfdf7e6ca6dab157f14,bfloat16,12.248,MistralForCausalLM,Original,FINISHED,2025-02-04 00:39:04,🔶 : 🔶 fine-tuned on domain-specific datasets,14725974,2024-12-23T23:31:16.969108,False,DavidAU
BlackBeenie/Neos-Llama-3.1-base,,93dd8c78518032c9b0f02924e9c4d5963ecf3add,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-10-28 12:53:53,chat,8693461,2025-03-02T22:07:18.442704,True,DavidAU
DeepMount00/Llama-3.1-Distilled,,2a7477f34b171d2ae090e57abdbd997546dee242,bfloat16,7.616,T5ForConditionalGeneration,Original,FINISHED,2024-09-05 06:23:17,🔶 : 🔶 fine-tuned on domain-specific datasets,14752980,2025-02-05T15:27:18.413011,False,Daemontatox
0-hero/Matter-0.2-7B-DPO,,4c626138c9f4e0c3eafe74b2755eb89334c7ca59,float16,10.67,LlamaForCausalLM,Original,FINISHED,2024-09-07 16:15:04,🔶 : 🔶 fine-tuned on domain-specific datasets,8653568,2024-06-16T17:23:13.160082,False,DavidAU
Deci/DeciLM-7B,cognitivess/bella-1-8b,53b197b95c7a5b0b2fb23e40face26c94805e43e,float16,3.213,Qwen2MoeForCausalLM,Original,FINISHED,2024-10-01 16:54:22,merge,10408088,2024-10-06T16:47:23.564984,True,Daemontatox
DeepMount00/Llama-3-8b-Ita,,f3128b2d02d82989daae566c0a7eadc621ca3254,bfloat16,0.124,LlamaForCausalLM,Original,FINISHED,2024-11-29 16:50:32,merge,7714842,2024-12-18T02:42:21.461335,True,SrikanthChellappa
CreitinGameplays/Llama-3.1-8B-R1-v0.1,mistralai/Mistral-7B-v0.1,883dafbff4edb8c83ef58a33413d4e09e922a53d,bfloat16,1.236,Gemma2ForCausalLM,Original,FINISHED,2025-03-10 15:15:03,🔶 : 🔶 fine-tuned on domain-specific datasets,13657084,2024-10-25T11:31:43.458627,True,3rd-Degree-Burn
Davidsv/SUONG-1,,06acee7f6e9796081ced6201001784907c77f96f,bfloat16,6.061,LlamaForCausalLM,Original,FINISHED,2025-01-17 21:03:18,fine-tuned,8096451,2025-02-25T19:06:51.184041,False,
Daemontatox/Phi-4-COT,CultriX/Qwen2.5-14B-Hyperionv3,363c54b904dc3cbd67820d1fca1ec297a49a1857,bfloat16,3.086,LlamaForCausalLM,Original,FINISHED,2025-01-11 06:24:30,pretrained,14749717,2024-09-19T14:41:54.332000,False,adamog234
CultriX/Qwen2.5-14B-Brocav3,,681e6db531df0cc3d7806251659b973ed4ff8c8f,bfloat16,34.389,MistralForCausalLM,Original,FAILED,2025-03-08 20:37:07,🔶 : 🔶 fine-tuned on domain-specific datasets,11988857,2024-06-16T17:21:36.188244,True,CultriX
Cran-May/merge_model_20250308_2,,99ede7d64184a107a405eea01f0a3eb5dc9f669a,float16,5.717,LlamaForCausalLM,Original,FINISHED,2025-03-07 19:52:47,fine-tuned,11089131,2025-02-28T13:43:05.301665,True,
Ateron/Way_of_MagPicaro,alpindale/Mistral-7B-v0.2-hf,e2cec0d68a67092951e9205dfe634a59f2f4a2dd,float16,70.554,Qwen2ForCausalLM,Original,FINISHED,2025-02-07 16:01:21,merge,8898352,2025-02-07T18:27:58.268789,True,Daemontatox
Daemontatox/SphinX,,9f838721d24a5195bed59a5ed8d9af536f7f2459,float16,34.389,LlamaForCausalLM,Original,FINISHED,2024-09-14 23:05:04,🔶 : 🔶 fine-tuned on domain-specific datasets,8767952,2024-09-13T16:40:42.394986,True,PocketDoc
BAAI/Infinity-Instruct-7M-0729-mistral-7B,,f9a5302a0c4b464c44d79f745b8498ab51dd97de,bfloat16,0.218,Qwen2ForCausalLM,Original,FINISHED,2024-12-31 19:23:49,🔶 : 🔶 fine-tuned on domain-specific datasets,14377925,2024-10-06T16:36:21.106760,True,Daemontatox
ClaudioItaly/intelligence-cod-rag-7b-v3,,64288dd8e3305f2dc11d84fe0c653f351b2e8a9d,bfloat16,10.306,LlamaForCausalLM,Original,FINISHED,2025-03-08 13:28:52,fine-tuned,13048489,2024-06-16T17:32:12.069240,False,AnimateBow4809
Daemontatox/DocumentLlama,,e1a32c9214158af0ad9a10d84a822abe7747f2ed,bfloat16,-1.0,LlamaForCausalLM,Original,FINISHED,2024-10-13 13:43:02,fine-tuned,14749776,2025-02-27T10:32:41.240924,False,Daemontatox
CohereForAI/c4ai-command-r7b-12-2024,,48af6b20168c9e157b33a7a005b6515901c93b0e,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-10-20 16:35:34,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",10200795,2025-01-13T12:15:38.875882,False,Spestly
CohereForAI/aya-expanse-8b,,bd141b0df78ad1f6e2938edf167c2305b395a2b2,float16,7.616,Gemma2ForCausalLM,Original,FINISHED,2024-06-12 12:27:37,fine-tuned,14681306,2024-08-13T11:07:14.779342,False,1024m
AI4free/t2,,2e528b6a80fb064a0a746c5ca43114b135e30464,bfloat16,76.723,MistralForCausalLM,Adapter,FINISHED,2024-07-02 03:11:56,fine-tuned,9414459,2025-03-06T14:27:12.208140,True,BramVanroy
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML,,ae54351faca8170c93bf1de3a51bf16650f5bcf5,bfloat16,8.829,MistralForCausalLM,Original,FAILED,2025-03-11 00:34:46,chat,9868674,2025-01-23T11:15:48.012921,True,Cran-May
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,,1ed5318f6bf5461efa5168289ab6786f4987ca96,float16,6.061,Gemma2ForCausalLM,Original,FINISHED,2025-03-02 22:04:44,merge,7817383,2024-06-23T04:43:31.913457,False,CombinHorizon
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,,356a1f8d4e4a606d0b879e54191ca809918576b8,bfloat16,14.483,Qwen2ForCausalLM,Original,FINISHED,2024-08-13 04:54:27,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14745283,2024-08-12T13:39:20.973055,True,CultriX
Daemontatox/PathFinderAI-S1,,1888d339ff13fae8792dddb3f3b5aa18734f650b,float16,14.766,MistralForCausalLM,Original,FINISHED,2025-01-15 04:07:25,fine-tuned,9644515,2024-11-22T08:07:18.423617,True,Delta-Vector
Aakash21/Noobie,,e20f8087a9507ac8bce409dc5db5d0c608124238,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-12-14 23:00:23,fine-tuned,8767967,2024-06-26T14:48:57.752173,True,Delta-Vector
Corianas/llama-3-reactor,,05762859c0efcd44e7aa0043868de67208cde7ff,bfloat16,2.506,MistralForCausalLM,Original,FINISHED,2025-03-09 03:34:21,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13133480,2024-08-12T14:33:48.001199,True,CombinHorizon
DeepMount00/Qwen2-1.5B-Ita_v5,,bb26643db413bada7e0c3c50752bf9da82403dba,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-06-26 16:55:48,🤝 : 🤝 base merges and moerges,14692739,2024-10-11T13:33:29.520802,True,Daemontatox
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,,6033f9c74718476922ed65db899a1c7815752ceb,float16,8.829,MistralForCausalLM,Original,FAILED,2024-09-20 12:17:17,merge,13624509,2025-03-10T23:42:45.356540,False,
CombinHorizon/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,,d40847d2981b588690c1dc21d5157d3f4afb2978,bfloat16,12.248,Qwen2ForCausalLM,Original,FINISHED,2025-02-15 22:45:46,fine-tuned,5779919,2024-12-31T19:27:04.836472,True,Daemontatox
BlackBeenie/Neos-Gemma-2-9b,,14c6a91351006b7be0aff85292733470ff1b546d,float16,2.775,MistralForCausalLM,Original,FAILED,2025-03-05 14:55:41,🔶 : 🔶 fine-tuned on domain-specific datasets,8095669,2024-11-19T22:26:02.714730,True,BlackBeenie
Daemontatox/DocumentCogito,,0562af3800440fe9839bd6e885d9e0062ab70ead,bfloat16,-1.0,LlamaForCausalLM,Original,FINISHED,2024-12-29 02:23:54,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8740857,2024-11-12T12:53:07.202205,False,invisietch
CultriX/Qwen2.5-14B-MegaMerge-pt2,,459891ec78c9bbed2836a8bba706e1707db10231,bfloat16,14.66,LlamaForCausalLM,Adapter,FINISHED,2024-10-22 19:42:46,fine-tuned,14075134,2024-12-02T20:10:25.427471,True,CultriX
AnimateBow4809/test,,0e7dac17e39f161865e1dd76602295201415608f,bfloat16,3.213,Qwen2ForCausalLM,Original,FINISHED,2024-08-26 08:05:36,merge,7798040,2025-03-10T15:39:41.250617,False,Daemontatox
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,,0da422b42196d121e3274bce003776c141969434,bfloat16,23.572,LlamaForCausalLM,Original,FINISHED,2025-02-13 06:14:38,fine-tuned,11475317,2024-08-12T18:28:49.108427,False,Baptiste-HUVELLE-10
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,,51204ee25a629abfd6d5e77a850b5e7a36c78462,float16,7.042,MistralForCausalLM,Original,FINISHED,2024-12-29 09:09:55,merge,5777969,2024-12-10T23:52:01.916848,True,
AXCXEPT/EZO-Qwen2.5-32B-Instruct,,26a66f0d862e2024ce4ad0a09c37052ac36e8af6,float16,32.764,LlamaForCausalLM,Original,FAILED,2024-06-12 12:06:45,🤝 : 🤝 base merges and moerges,14679836,2024-07-26T06:50:08.460944,True,jebish7
Amu/t1-1.5B,,dc926f98d650feb02c83949f21a4db419c135470,bfloat16,6.91,LlamaForCausalLM,Original,FINISHED,2024-07-04 14:49:14,fine-tuned,13995570,2024-11-25T21:47:00.305535,False,
01-ai/Yi-1.5-34B-Chat,AiMavenAi/AiMaven-Prometheus,e80eee8915db0a090d5c251af049f53ba98a6c5f,bfloat16,7.616,MistralForCausalLM,Original,FINISHED,2025-03-08 13:55:48,fine-tuned,10145021,2025-03-10T02:31:18.822688,False,CombinHorizon
BAAI/Infinity-Instruct-3M-0625-Mistral-7B,,10e2f6bd3bb254f7e4e6857ab2799aaa9c855876,bfloat16,3.213,LlamaForCausalLM,Original,FINISHED,2024-07-27 20:12:17,continuously pretrained,8940191,2025-02-28T22:50:54.816963,True,
Ayush-Singh/Llama1B-sft-2,,b93f8bf09ebb97ccddf405b8fa97d9f50c1215c8,bfloat16,8.03,Gemma2ForCausalLM,Original,FINISHED,2024-09-04 23:59:38,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14592478,2024-07-30T04:43:26.557381,False,
CohereForAI/aya-expanse-32b,,e26182b2122f4435e8b3ebecbf363990f409b45b,bfloat16,14.766,GPT2LMHeadModel,Original,FINISHED,2025-03-10 02:24:18,fine-tuned,8698546,2025-01-14T15:14:35.391639,True,Abhaykoul
AbacusResearch/haLLAwa3,,f740497979293c90fa1cfaa7c446016e107cc2c1,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-10-24 14:46:54,🔶 : 🔶 fine-tuned on domain-specific datasets,5777931,2024-08-19T14:12:57.136854,True,CarrotAI
01-ai/Yi-1.5-34B-32K,,969e4c9b41e733a367f5ea18ed50a6171b5e2357,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2025-02-27 10:29:11,merge,8095331,2025-03-10T00:20:20.979640,True,Daemontatox
Amaorynho/BBAI09V1_calme-2.3-llama3.1-70b,,d43283c52d7df164e1d3542745e9d505d6269042,float16,14.766,CohereForCausalLM,Original,FINISHED,2024-08-12 08:37:28,fine-tuned,13314822,2025-01-26T18:49:01.453485,False,CombinHorizon
BAAI/Infinity-Instruct-3M-0625-Llama3-8B,,b3f2b5273bbc996814a25aa9060fd6f4c0d93bca,bfloat16,0.247,PhiForCausalLM,Original,FAILED,2024-12-13 00:01:56,fine-tuned,9555444,2025-01-24T10:23:03.421535,True,Daemontatox
Alepach/notHumpback-M1-v2.1,,2f6720d85dbebbf42923991b3314f41ad8dbdb7b,float16,1.236,Qwen2ForCausalLM,Original,FAILED,2025-01-11 06:26:48,🤝 : 🤝 base merges and moerges,13990714,2025-03-09T03:54:03.784138,False,
BlackBeenie/Meta-Llama-3.3-70B,,d149d83d8e8f3883421d800848fec85766181923,bfloat16,6.061,MistralForCausalLM,Original,FINISHED,2024-06-26 18:02:34,🔶 : 🔶 fine-tuned on domain-specific datasets,5780030,2024-12-11T01:29:49.659606,False,Ahdoot
Daemontatox/Mini_QwQ,,fa1bd7fb1572ceb861bbbbecfa8af83b29fa8cca,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:16:11,fine-tuned,-1,2024-10-01T16:56:50.572022,True,CombinHorizon
BlackBeenie/Bloslain-8B-v0.2,,1356e92fc83a71d8f606eba94261aa8aadcf872f,bfloat16,3.213,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:06:41,🔶 : 🔶 fine-tuned on domain-specific datasets,8653572,2024-10-24T19:34:05.507000,True,Alepach
AuraIndustries/Aura-4B,,210a97b4dadbda63cc9fe459e8415d4cd3bbaf99,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-06-26 14:34:07,multimodal,9076772,2025-03-08T13:54:21.763262,False,Davidsv
AnonY0324/Maths-llm,,822eddb2fd127178d9fb7bb9f4fca0e93ada2836,float16,8.03,Qwen2ForCausalLM,Original,FINISHED,2025-03-09 03:34:45,fine-tuned,14596948,2024-11-29T16:54:47.808038,False,
Casual-Autopsy/L3-Super-Nova-RP-8B,,9e4ae1310a0d2c82d50fe2aedc94ef084901ac48,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2025-01-30 10:03:09,chat,13351421,2024-12-31T19:20:49.288071,False,DavidAU
CohereForAI/c4ai-command-r-plus,,a8a435e8cdd3b8a83f17ad63b51ec86504cf7e47,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2024-11-16 18:05:07,🔶 : 🔶 fine-tuned on domain-specific datasets,13502379,2024-06-16T21:24:44.687322,False,3rd-Degree-Burn
BramVanroy/fietje-2,,17c6339702cda2eb3feb08aec58b8e681ac4e678,float16,2.775,Qwen2ForCausalLM,Original,FINISHED,2024-09-19 03:31:01,🔶 : 🔶 fine-tuned on domain-specific datasets,14694007,2024-07-22T09:10:13.279036,True,Anoshor
CultriX/Qwen2.5-14B-FinalMerge,,ef5c5f13ab01d574ee0512d618b41177fec19a66,bfloat16,7.044,Cohere2ForCausalLM,Original,FAILED,2024-12-10 23:50:15,merge,14615028,2025-01-19T11:49:42.569906,False,CombinHorizon
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,,ccd4d86e3de01187043683dea1e28df904f7408e,float16,10.159,LlamaForCausalLM,Original,FAILED,2025-01-06 15:40:12,fine-tuned,8774154,2025-01-21T06:25:48.193555,True,AIJUUD
Amaorynho/BBAIIFEV1,Qwen/Qwen2-7B,1a6840a69d854734dc9fbd19a3296f946a7ab3d7,float16,7.242,LlamaForCausalLM,Original,FAILED,2024-09-10 17:09:22,fine-tuned,8767926,2024-12-26T16:36:01.955542,True,BlackBeenie
Daemontatox/TinySphinx,,e286bfafbc28e36859202c9f06ed8287a4f1d8b6,bfloat16,27.227,Qwen2ForCausalLM,Original,FINISHED,2024-11-27 19:57:01,🤝 : 🤝 base merges and moerges,8095122,2024-09-24T07:17:47.887728,False,Daemontatox
CultriX/SeQwence-14B-v5,,995f029f6645dde1ef830406001754b904c49775,bfloat16,3.086,MistralForCausalLM,Original,FINISHED,2025-01-01 02:43:47,🤝 : 🤝 base merges and moerges,10885884,2024-09-23T07:09:01.940277,False,adamog234
BAAI/Infinity-Instruct-3M-0625-Qwen2-7B,,2941a682fcbcfea3f1485c9e0691cc1d9edc742e,bfloat16,8.829,MllamaForConditionalGeneration,Original,FINISHED,2024-06-26 18:02:48,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8767886,2025-02-28T13:19:20.936679,False,pszemraj
BAAI/Gemma2-9B-IT-Simpo-Infinity-Preference,,7e82a272468b192ca0afcc44e70c648357d30a73,float16,14.77,Gemma2ForCausalLM,Original,FAILED,2024-07-06 01:01:16,multimodal,14395554,2024-12-11T01:38:07.838483,False,
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,,53891d973087e8909e1c9cc968b7bf222247e2ab,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:15:26,chat,8095120,2025-02-28T13:39:03.276085,True,DavidAU
ConvexAI/Luminex-34B-v0.1,,05b8099d33cc43eb065ab4aadb13c5362e1c3cbe,float16,34.389,Qwen2ForCausalLM,Original,FAILED,2024-12-23 23:27:14,🔶 : 🔶 fine-tuned on domain-specific datasets,14541672,2025-02-18T16:07:02.226933,False,Alepach
BEE-spoke-data/smol_llama-220M-openhermes,,56f9c2845ae024eb8b1dd9ea0d8891cbaf33c596,bfloat16,14.77,LlamaForCausalLM,Original,FAILED,2024-07-15 01:19:29,🟢 : 🟢 pretrained,5780188,2024-06-16T17:15:26.863404,True,Daemontatox
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,,ff7e3044218efe64128bd9c21f9ec66c3de04324,bfloat16,8.03,MistralForCausalLM,Original,FAILED,2024-09-29 17:07:10,🔶 : 🔶 fine-tuned on domain-specific datasets,14691724,2024-09-22T08:10:16.423968,True,PocketDoc
DeepMount00/Qwen2-1.5B-Ita_v6,,2cafbaccd72a457a613c75841a7bbec2e44b7694,bfloat16,32.764,LlamaForCausalLM,Original,FAILED,2025-02-14 23:06:43,continuously pretrained,10197830,2024-09-03T19:35:56.113949,False,
AALF/gemma-2-27b-it-SimPO-37K,,a53faf62d0f99b67478ed9d262872c821a3ba83c,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2025-01-23 10:05:43,merge,8890592,2025-01-13T12:11:56.661222,True,BoltMonkey
Daemontatox/PathfinderAI,,8979241089bc73efdb2b89c47fcadc90586d7688,float16,1.777,Qwen2ForCausalLM,Original,FAILED,2025-03-09 21:08:55,fine-tuned,7205417,2025-01-17T06:42:47.159663,True,CombinHorizon
AELLM/gemma-2-lyco-infinity-9b,,fb4bcd4b7eee363baacb4176a26cea2aaeb173f4,4bit,12.174,Qwen2ForCausalLM,Original,FINISHED,2025-03-09 00:59:02,merge,14598127,2025-03-10T03:19:19.365943,False,Danielbrdz
CultriX/SeQwence-14Bv1,,52484c277f6062c12dc6d6b6397ee0d0c21b0126,float16,8.03,?,Original,FINISHED,2024-11-11 10:59:55,merge,14749711,2024-12-21T20:12:23.189360,False,Marsouuu
BAAI/Infinity-Instruct-3M-0613-Mistral-7B,,e10137f5cbfc1b73068d6473e4a87241cca0b3f4,bfloat16,1.558,LlamaForCausalLM,Original,FAILED,2024-06-26 14:33:46,continuously pretrained,13679603,2025-01-26T08:12:56.706675,False,Daemontatox
CYFRAGOVPL/Llama-PLLuM-70B-base,,c53d166f4f2996a5b7f161529f1ea6548b54a2b2,bfloat16,12.248,Qwen2ForCausalLM,Original,FINISHED,2024-08-05 18:24:48,pretrained,10073543,2024-09-13T16:39:20.649198,True,Daemontatox
Daemontatox/Llama3.3-70B-CogniLink,,c3916b69283eb7424aa4df62deeeafbd81883521,float16,8.829,LlamaForCausalLM,Original,FINISHED,2025-03-01 03:24:20,fine-tuned,5777940,2024-08-12T16:11:50.315199,True,
1024m/QWEN-14B-B100,,36f99064a7be8ba475c2ee5c5424e95c263ccb87,float16,34.389,LlamaForCausalLM,Original,FINISHED,2025-01-19 04:14:05,continuously pretrained,5777971,2024-08-12T14:29:37.405278,False,
CultriX/Qwen2.5-14B-Hyper,,20d12c01e831675a563c978900bcf291def5f7dd,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-10-18 18:22:37,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14747530,2025-01-13T12:23:15.680855,False,CombinHorizon
Delta-Vector/Henbane-7b-attempt2,,4e1c955228bdb4d69c1c4560e8d5872312a8f033,bfloat16,18.405,Qwen2ForCausalLM,Original,FINISHED,2024-09-21 04:24:00,🔶 : 🔶 fine-tuned on domain-specific datasets,14691775,2024-09-21T12:11:34.769000,True,hyxmmm
BlackBeenie/Llama-3.1-DarkNova,,8a908eadce5fc13ddedab2c854433245de430e41,bfloat16,3.397,Qwen2MoeForCausalLM,Original,FINISHED,2025-01-09 23:14:01,🤝 : 🤝 base merges and moerges,8902106,2025-02-24T03:19:49.466709,True,ClaudioItaly
Daemontatox/PathfinderAI5.0,,53af159f98d8b428e719287f759500f95b601ee2,bfloat16,10.306,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:10:07,fine-tuned,14756298,2024-11-23T05:02:29.838630,False,CombinHorizon
01-ai/Yi-1.5-9B-32K,,d805fe69b980f7295548d97e10264e8841392dbc,float16,8.03,LlamaForCausalLM,Original,FINISHED,2024-06-26 14:45:12,fine-tuned,14733591,2024-09-23T09:35:53.904591,True,3rd-Degree-Burn
01-ai/Yi-1.5-9B-Chat-16K,,e64145422fe367c1d3cbf8403cdc9cd2c6ccd5ca,bfloat16,7.613,LlamaForCausalLM,Original,FINISHED,2025-03-10 14:29:39,chat,13624507,2024-09-20T16:18:09.487601,False,
CortexLM/btlm-7b-base-v0.2,,225e3c0df87134f900511ec546b2ecc9e9dbef8d,bfloat16,0.218,Qwen2ForCausalLM,Original,FINISHED,2024-09-19 03:33:26,merge,8767955,2025-01-17T21:09:52.276710,True,AmeerH
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,,d976a5d6768d54c5e59a88fe63238a055c30c06a,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-10-13 17:14:29,fine-tuned,7797983,2025-02-05T20:48:09.982032,True,
Azure99/blossom-v5-llama3-8b,,6acc1308274031b045f028b0a0290cdbe4243a04,bfloat16,5.717,?,Original,FAILED,2025-01-11 06:26:28,merge,10196600,2025-03-10T15:07:47.968785,True,Daemontatox
DeepAutoAI/Explore_Llama-3.2-1B-Inst,,4fea400b8c87ab929f5dd5df62d1bd92635a66d1,bfloat16,8.03,?,Original,FINISHED,2024-08-05 19:25:30,fine-tuned,14414271,,True,CreitinGameplays
AI4free/Dhanishtha,,eae32cc9dffa3a2493fd793f7b847e7bb3376853,float16,10.67,CohereForCausalLM,Original,FINISHED,2025-03-06 14:25:33,multimodal,9983923,2024-11-19T20:58:23.144493,False,
