observation.state,action,timestamp,frame_index,episode_index,index,task_index
"[0.33391886949539185, -0.10718384385108948, 0.043582234531641006, -0.041100915521383286, -0.3289007246494293, 0.14079678058624268, 0.0, 0.590900182723999]","[-0.0031818151473999023, -0.00228920578956604, -0.0037483125925064087, 0.007882684469223022, 0.01231372356414795, -0.004138529300689697, 1.0]",0.20000000298023224,19,11,246,4
"[0.3172686994075775, 0.11494310945272446, 0.11292292922735214, -0.2625655233860016, -0.21788345277309418, 0.8021993041038513, 0.0, 0.5570889115333557]","[0.001537919044494629, 0.001904292032122612, -0.020154669880867004, 0.025727059692144394, -0.026898443698883057, -0.03116133250296116, 1.0]",1.7999999523162842,13,9,16,3
"[0.4440633952617645, -0.07261479645967484, 0.06513022631406784, -0.005555313546210527, -0.4374919533729553, 0.0482235848903656, 0.0, 0.6420453786849976]","[-0.003046572208404541, 0.00011970102787017822, -0.002913080155849457, 0.000499185174703598, 0.009622909128665924, 0.0011839866638183594, 1.0]",3.799999952316284,18,1,480,7
"[0.3319745659828186, 0.13582934439182281, -0.0009825804736465216, -0.046060193330049515, -0.07590518146753311, 0.3842632472515106, 0.0, 0.9988223910331726]","[0.007075488567352295, -0.0023769736289978027, 0.00412353128194809, 0.0052223652601242065, -0.024209242314100266, 0.026500262320041656, 1.0]",6.400000095367432,7,4,199,9
"[0.3363690972328186, 0.03465234115719795, 0.0441741906106472, -0.1974448263645172, 0.20314283668994904, 0.9343956112861633, 0.0, 0.4699908196926117]","[0.004635557532310486, -0.015487423166632652, -0.0004541054368019104, -0.020011141896247864, -0.0214088037610054, 0.01901906728744507, 1.0]",1.0,33,12,375,11
"[0.32583925127983093, 0.11919967830181122, 0.007151256315410137, -0.007008799351751804, -0.019870109856128693, -0.3309052586555481, 0.0, 0.9461179971694946]","[0.0044498443603515625, 0.004736252129077911, 0.0028206557035446167, 0.00038282631430774927, -0.01548999547958374, 0.007462765090167522, 0.0]",8.600000381469727,12,8,178,1
"[0.19164881110191345, 0.2515764832496643, 0.05795525759458542, 0.30037662386894226, -0.25755774974823, 0.5429499745368958, 0.0, 1.0008161067962646]","[-0.005611807107925415, -0.007854009047150612, -0.010050870478153229, 0.004254486411809921, 0.025488249957561493, -0.03097391128540039, 0.0]",0.20000000298023224,21,3,269,5
"[0.303164541721344, 0.059836264699697495, 0.14729613065719604, 0.00487885158509016, -0.0721765086054802, 0.04892845079302788, 0.0, 0.9994885921478271]","[0.005386382341384888, 0.0039748214185237885, -0.01782950758934021, 0.011334916576743126, 0.04197859764099121, -0.056809477508068085, 1.0]",0.6000000238418579,3,1,135,4
"[0.2998220920562744, 0.11522720009088516, 0.11147486418485641, -0.06145120784640312, 0.0935438796877861, -0.04427989572286606, 0.0, 0.9994885921478271]","[0.0007592737674713135, -0.006814159452915192, -0.007004156708717346, -0.007185682654380798, -0.0028248578310012817, -0.019575200974941254, 0.0]",5.800000190734863,13,12,384,3
"[0.281240850687027, 0.10300969332456589, 0.05660742521286011, 0.03755822032690048, -0.02335180900990963, 0.11319264769554138, 0.0, 0.3236125409603119]","[0.002197831869125366, -0.0008935779333114624, -0.02067960798740387, 0.02594468556344509, 0.00697736069560051, -0.15501511096954346, 1.0]",1.0,1,3,435,11
"[0.28226056694984436, 0.07818402349948883, 0.14571484923362732, 0.05418700352311134, -0.041488468647003174, 0.11938640475273132, 0.0, 1.0001531839370728]","[0.003772646188735962, -0.010986149311065674, 0.013923890888690948, 0.009022526443004608, 0.0009815394878387451, 0.008862238377332687, 0.0]",3.799999952316284,13,7,325,4
"[0.3195497393608093, 0.1255376935005188, 0.013493774458765984, 0.3878721296787262, -0.17459282279014587, 0.43449336290359497, 0.0, 0.9913908839225769]","[0.002920970320701599, 0.0013580955564975739, -0.002894733101129532, 0.008022703230381012, -0.009192243218421936, 0.0024448931217193604, 1.0]",1.600000023841858,13,12,189,4
"[0.3212142884731293, 0.12980107963085175, 0.008588585071265697, 0.39997056126594543, -0.16435007750988007, 0.4364680051803589, 0.0, 0.8158720135688782]","[0.0037299394607543945, 0.014150477945804596, -0.0018280241638422012, -0.006074890494346619, -0.02465006709098816, 0.022258073091506958, 1.0]",1.7999999523162842,2,3,393,6
"[0.3376307189464569, -0.0963926762342453, 0.07091231644153595, 0.24998728930950165, -0.0541837178170681, 0.22544358670711517, 0.0, 0.6541022062301636]","[0.02076449990272522, -0.02901425212621689, 0.00682947039604187, -0.10374099016189575, -0.0834030732512474, -0.026072904467582703, 0.0]",3.200000047683716,35,2,424,1
"[0.3374998867511749, -0.03283025696873665, -0.022311357781291008, -0.06959808617830276, 0.0023020198568701744, -0.041899681091308594, 0.0, 0.36950385570526123]","[0.0018703043460845947, 0.00047916918992996216, -0.0024895071983337402, 0.002877814695239067, -0.007601618766784668, 0.002233292907476425, 0.0]",2.0,6,2,96,2
"[0.3468250632286072, 0.045342739671468735, 0.034533414989709854, -0.2154439240694046, 0.22628358006477356, 0.95896977186203, 0.0, 0.4699908196926117]","[0.004470229148864746, -0.0067710867151618, -0.012099087238311768, 0.0019717365503311157, 0.013091766275465488, -0.016252800822257996, 0.0]",2.5999999046325684,29,9,228,4
"[0.3239644467830658, 0.11068759858608246, 0.1108894869685173, -0.04886436089873314, 0.08252430707216263, 0.025911536067724228, 0.0, 0.9988223910331726]","[-0.004826352000236511, -0.004854097962379456, 0.021655622869729996, -0.04584459215402603, -0.01122865080833435, -0.018043220043182373, 0.0]",2.0,7,3,51,11
"[0.4441741108894348, -0.07103369385004044, 0.05577090382575989, -0.02257564105093479, -0.48050469160079956, 0.09423167258501053, 0.0, 0.9492040276527405]","[-0.009617924690246582, -0.010211564600467682, 0.003867313265800476, 0.001341491937637329, 0.000843048095703125, -0.03549814224243164, 1.0]",2.200000047683716,25,2,278,4
"[0.3834938704967499, -0.10935141891241074, 0.03642171248793602, 0.132473424077034, -0.1529841423034668, 0.01351164374500513, 0.0, 1.0001531839370728]","[0.014221727848052979, -0.002843298017978668, 0.02874443307518959, -0.045579683035612106, -0.029691100120544434, 0.008913785219192505, 0.0]",2.799999952316284,15,12,93,8
"[0.3693801164627075, 0.015805711969733238, 0.1600693315267563, 0.07951053977012634, -0.3105405271053314, -0.05529698729515076, 0.0, 1.0001531839370728]","[0.0005783438682556152, -0.0034961998462677, 0.0089349877089262, -0.020162682980298996, 0.03957368806004524, 0.11141091585159302, 0.0]",4.800000190734863,21,4,288,4
"[0.35233157873153687, 0.006668144837021828, 0.024618636816740036, 0.04535151273012161, -0.30619776248931885, 0.42668232321739197, 0.0, 0.8399420380592346]","[0.0017241239547729492, -0.01032924558967352, -0.0006039291620254517, -0.06247559189796448, 0.026965394616127014, 0.026204049587249756, 0.0]",3.0,4,4,220,4
"[0.320048987865448, 0.02197151444852352, 0.13399840891361237, -0.16568534076213837, -0.009104475378990173, 0.788084089756012, 0.0, 0.4690495729446411]","[-0.0009172558784484863, -0.00110635906457901, -0.00032631494104862213, 0.021279728040099144, 0.0001193508505821228, 0.0026558637619018555, 0.0]",0.0,8,4,104,3
"[0.27540987730026245, 0.18373998999595642, 0.09447851777076721, -0.05012743920087814, 0.08624065667390823, 0.07653242349624634, 0.0, 0.9988223910331726]","[0.0013994574546813965, -0.0047489358112216, 0.0020296722650527954, -0.009276853874325752, -0.002722442150115967, 0.003668069839477539, 0.0]",3.5999999046325684,28,6,28,4
"[0.34161996841430664, -0.031092658638954163, 0.02398766204714775, 0.152812197804451, -0.3362498879432678, 0.3209637403488159, 0.0, 1.0001531839370728]","[-0.0072682201862335205, -0.010495439171791077, -0.007654525339603424, 0.022646591067314148, 0.012423977255821228, -0.041513800621032715, 1.0]",8.0,33,4,179,8
"[0.3806699514389038, 0.08935144543647766, 0.03913460671901703, 0.0740322470664978, 0.06292544305324554, 0.27557143568992615, 0.0, 1.0001531839370728]","[0.0008571147918701172, 0.0007150545716285706, -0.006707679480314255, 0.009432673454284668, 0.016714058816432953, 0.008555829524993896, 0.0]",3.5999999046325684,8,3,186,1
"[0.30297040939331055, 0.11422301828861237, 0.005891921930015087, 0.10830401629209518, -0.09823780506849289, 0.05385810136795044, 0.0, 0.9865638017654419]","[0.0016160905361175537, 0.013735482469201088, -3.381259739398956e-05, -0.0001961439847946167, -0.004993528127670288, 0.035195231437683105, 1.0]",2.200000047683716,28,4,351,7
"[0.2911819517612457, 0.0908862054347992, 0.010282098315656185, -0.0010122088715434074, -0.0036836478393524885, -0.0654364749789238, 0.0, 0.6971942782402039]","[0.0041883885860443115, -0.035878606140613556, 0.00964762270450592, 0.0011292770504951477, 0.0028935521841049194, 0.08797814697027206, 1.0]",3.799999952316284,8,3,109,11
"[0.3381681740283966, 0.1382068693637848, 0.17036588490009308, 0.09126732498407364, -0.32922589778900146, -0.24308228492736816, 0.0, 1.0001531839370728]","[-0.006326347589492798, 0.018822666257619858, 0.025699736550450325, 0.00037705153226852417, -0.05602708458900452, 0.047932952642440796, 0.0]",1.7999999523162842,12,4,142,5
"[0.3236750364303589, 0.01846408098936081, 0.04579561948776245, -0.007296418771147728, -0.014769315719604492, -0.05389486625790596, 0.0, 0.9988223910331726]","[-0.0030813217163085938, 0.016256054863333702, 0.026362262666225433, -0.009278791025280952, -0.0011644363403320312, 0.014741361141204834, 1.0]",6.0,17,2,378,2
"[0.2648988366127014, 0.16787247359752655, 0.018516158685088158, 0.00654559163376689, -0.2755874991416931, 0.6879305839538574, 0.0, 0.06712212413549423]","[-0.020742759108543396, 0.01206892728805542, 0.000741901807487011, 0.047534748911857605, 0.01693466305732727, 0.011986255645751953, 1.0]",1.7999999523162842,18,6,36,3
"[0.37107229232788086, -0.1289684921503067, 0.017896529287099838, 0.09650293737649918, -0.13425113260746002, 0.21625807881355286, 0.0, 0.6541022062301636]","[-0.0015061497688293457, 0.00030340952798724174, -0.0064395759254693985, -0.016117408871650696, 0.007943272590637207, 0.0039251744747161865, 1.0]",5.199999809265137,41,1,408,11
"[0.2942914664745331, 0.008784347213804722, 0.15474073588848114, -0.25418347120285034, -0.2332897037267685, 1.1017476320266724, 0.0, 1.0008161067962646]","[-0.007167890667915344, -0.005652688443660736, 0.024304669350385666, -0.054849252104759216, -0.009348809719085693, -0.019434243440628052, 0.0]",6.199999809265137,37,1,80,3
"[0.31607913970947266, 0.03426927328109741, 0.04389443248510361, 0.00280121061950922, -0.0321161150932312, 0.058899763971567154, 0.0, 0.9947922229766846]","[0.00869181752204895, 0.01582026481628418, -0.008945643901824951, 0.023066669702529907, 0.0008286535739898682, 0.02945810556411743, 0.0]",4.0,8,4,439,4
"[0.35093116760253906, 0.008467632345855236, 0.014710774645209312, 0.006282023619860411, -0.29887545108795166, 0.4403391182422638, 0.0, 0.9553104043006897]","[0.0013617873191833496, -0.0014383066445589066, 0.0035553760826587677, -0.0009433077648282051, 0.006179056130349636, 0.0074709318578243256, 1.0]",2.4000000953674316,40,9,62,2
"[0.2809818387031555, -0.008854607120156288, 0.14580905437469482, -0.10777758806943893, 0.024123020470142365, 0.22172722220420837, 0.0, 1.0001531839370728]","[0.011507779359817505, 0.006580837070941925, -0.004755176603794098, 0.0046887993812561035, -0.0016263723373413086, 0.019833385944366455, 0.0]",0.800000011920929,45,9,138,7
"[0.3162541687488556, -0.034740958362817764, 0.02728411555290222, -0.05560608580708504, -0.027706598863005638, -0.006867317948490381, 0.0, 0.9981546401977539]","[0.019641757011413574, 0.006364099681377411, -0.0012736618518829346, 0.02756582945585251, 0.0013235211372375488, -0.0309709832072258, 0.0]",1.399999976158142,11,10,407,7
"[0.25680360198020935, -0.030772972851991653, 0.07602573931217194, -0.018421662971377373, -0.1471986621618271, 0.8592294454574585, 0.0, 1.0001531839370728]","[-0.0035472512245178223, -0.02052956074476242, -0.014327377080917358, 0.02617678791284561, 0.028712943196296692, -0.043236732482910156, 1.0]",2.5999999046325684,39,0,413,11
"[0.2523445188999176, -0.030570870265364647, 0.07240189611911774, -0.006733743939548731, -0.14407879114151, 0.8559793829917908, 0.0, 1.0008161067962646]","[0.00020778179168701172, 0.0013102293014526367, -0.014556117355823517, 0.013527825474739075, -0.02231983095407486, -0.02611079066991806, 1.0]",5.400000095367432,22,3,238,4
"[0.43931061029434204, -0.07375793904066086, 0.06937314569950104, -0.00782186072319746, -0.39744243025779724, 0.033465202897787094, 0.0, 0.5899012684822083]","[-0.0009293258190155029, 0.004543405957520008, -0.0010669659823179245, -0.017699353396892548, 0.021032273769378662, 0.010006725788116455, 0.0]",4.400000095367432,4,12,193,10
"[0.28845325112342834, 0.16884106397628784, 0.09852942079305649, -0.04403972253203392, 0.10336998850107193, 0.21039670705795288, 0.0, 0.9988223910331726]","[0.004627048969268799, 0.0005879029631614685, -0.006712134927511215, -0.007876545190811157, 0.0011767148971557617, 0.014122724533081055, 1.0]",2.799999952316284,2,11,332,1
"[0.28576064109802246, 0.08425933122634888, 0.13583874702453613, -0.3016549050807953, -0.22209809720516205, 0.7299660444259644, 0.0, 0.5570889115333557]","[-0.008267879486083984, -0.00016853027045726776, -0.0332096666097641, 0.006358809769153595, -0.0010512471199035645, -0.0300704687833786, 1.0]",4.199999809265137,19,2,229,4
"[0.25992098450660706, 0.07737346738576889, 0.1665259301662445, 0.04913710802793503, -0.03303999453783035, 0.11236122995615005, 0.0, 1.0001531839370728]","[-0.000529944896697998, -0.00012017786502838135, 0.009523291140794754, -0.01577766239643097, -0.010941684246063232, 0.013231828808784485, 0.0]",7.199999809265137,2,13,321,9
"[0.3248082995414734, 0.12257623672485352, 0.007025654893368483, 0.41595110297203064, -0.175551176071167, 0.4158328175544739, 0.0, 0.3610773980617523]","[-0.029949992895126343, 0.041173435747623444, 0.008589392527937889, -0.03239019215106964, -0.006617984268814325, 0.10812678933143616, 1.0]",5.800000190734863,27,12,423,10
"[0.23849216103553772, -0.04502769932150841, 0.028111960738897324, -0.1223338171839714, -0.2079801708459854, 0.3450700044631958, 0.0, 1.0008161067962646]","[0.0014733970165252686, 0.0008923709392547607, 0.0002029603347182274, -0.0002934373915195465, -0.010325048118829727, -0.009117022156715393, 0.0]",1.2000000476837158,31,0,289,4
"[0.33689790964126587, 0.12635795772075653, 0.04628177732229233, -0.03548800200223923, 0.10530620813369751, -0.2987276613712311, 0.0, 0.3236125409603119]","[-0.02356410026550293, -0.02374877594411373, -0.006844133138656616, 0.0471191443502903, 0.019443679600954056, -0.08288011699914932, 0.0]",1.600000023841858,25,2,472,8
"[0.2892118990421295, 0.06608911603689194, 0.020464444532990456, -0.02158563956618309, 0.03955771028995514, -0.10818350315093994, 0.0, 0.9635607004165649]","[-0.0017046630382537842, -0.0012512803077697754, -0.00208345428109169, -0.0009954515844583511, -0.001736341044306755, -0.010837793350219727, 0.0]",0.4000000059604645,6,7,196,0
"[0.29343900084495544, 0.05279936641454697, 0.1761486828327179, -0.03214110806584358, -0.11222443729639053, 0.1511489599943161, 0.0, 0.9994885921478271]","[-0.005095928907394409, 0.0008112415671348572, -0.00853496789932251, -0.031036023050546646, 0.015638098120689392, 0.13203448057174683, 1.0]",0.0,23,6,252,0
"[0.2943507432937622, 0.11987895518541336, 0.11993667483329773, -0.04998939856886864, 0.07935375720262527, 0.026926640421152115, 0.0, 0.5729578137397766]","[-0.00779452919960022, -0.008188731968402863, -0.0028861388564109802, 0.009788371622562408, 0.00932396948337555, -0.03143620491027832, 1.0]",0.0,39,2,118,4
"[0.18602807819843292, 0.03702038899064064, 0.08174952119588852, -0.052648480981588364, -0.03925832733511925, 0.00752658536657691, 0.0, 1.0008161067962646]","[0.009674549102783203, 0.008018329739570618, 0.03821192681789398, -0.01775509864091873, -0.10027625411748886, -0.03951001167297363, 1.0]",5.400000095367432,16,2,465,4
"[0.18346616625785828, 0.06057572364807129, 0.10341902077198029, -0.03256600350141525, -0.05755230411887169, -0.19311554729938507, 0.0, 1.0008161067962646]","[0.006615132093429565, -0.004098948091268539, -0.0002998560667037964, 0.014847546815872192, -0.03512576222419739, -0.010460788384079933, 1.0]",6.400000095367432,42,8,187,9
"[0.3330688774585724, -0.04434780776500702, 0.11637762188911438, -0.018096815794706345, 0.027574434876441956, 0.09996084123849869, 0.0, 1.0001531839370728]","[4.437565803527832e-05, -0.0028135553002357483, -1.2118369340896606e-05, -0.03272021561861038, 0.003876030445098877, 0.03103409707546234, 1.0]",1.600000023841858,16,6,380,4
"[0.36221933364868164, -0.010894938372075558, 0.03776035085320473, -0.3499797582626343, -0.13276928663253784, 0.48531094193458557, 0.0, 0.152132049202919]","[0.0011916756629943848, 0.0006294995546340942, 0.040383096784353256, -0.053505800664424896, -0.0494709238409996, -0.23235434293746948, 0.0]",6.0,13,11,298,6
"[0.28872811794281006, 0.06788942962884903, 0.12943387031555176, 0.05866963043808937, 0.01060185395181179, 0.16720350086688995, 0.0, 0.36865687370300293]","[-0.005532979965209961, -0.010525494813919067, 0.007146857678890228, -0.024746984243392944, 0.013861328363418579, -0.031928300857543945, 1.0]",5.400000095367432,3,7,390,6
"[0.32459521293640137, 0.07665179669857025, 0.007090786471962929, 0.04112054407596588, 0.04362298175692558, 0.9231591820716858, 0.0, 0.3840504586696625]","[-0.0010203123092651367, -0.0003881976008415222, -0.00878782570362091, -0.025733519345521927, 0.01675649732351303, 0.001318812370300293, 1.0]",1.2000000476837158,16,2,338,7
"[0.3698281943798065, 0.044571515172719955, 0.08260805159807205, -0.08738819509744644, -0.2131514549255371, 1.216815710067749, 0.0, 1.0001531839370728]","[-0.0018381774425506592, -0.004880696535110474, 0.016560424119234085, 0.0030514635145664215, -0.03399135172367096, -0.02267688512802124, 0.0]",5.0,0,4,86,4
"[0.362094908952713, 0.024794762954115868, 0.09247182309627533, -0.0071181245148181915, 0.11791231483221054, 0.021411791443824768, 0.0, 0.056741900742053986]","[-0.0003662407398223877, -0.00661619333550334, -0.0003296695649623871, 0.005629056133329868, 0.0015396876260638237, -0.0030787885189056396, 1.0]",4.199999809265137,19,13,31,2
"[0.38184571266174316, 0.0823035016655922, 0.03496244177222252, 0.03879605978727341, 0.07318875938653946, 0.2939492166042328, 0.0, 1.0001531839370728]","[-0.0014453530311584473, -0.0017195101827383041, -0.01544429361820221, -0.017026185989379883, -0.0031147971749305725, -0.009534448385238647, 0.0]",2.4000000953674316,10,0,150,6
"[0.29724547266960144, 0.06818176805973053, 0.13183051347732544, 0.05055062100291252, 0.0004910577554255724, 0.06095575913786888, 0.0, 0.36865687370300293]","[0.0032150745391845703, 0.006361833773553371, 0.016698479652404785, -0.04497422277927399, -0.05061115324497223, 0.03170323371887207, 1.0]",4.800000190734863,37,6,274,11
"[0.31589239835739136, 0.08994706720113754, 0.12662701308727264, -0.13940328359603882, -0.2489159256219864, 0.6159901022911072, 0.0, 1.0047606229782104]","[-0.02210250496864319, 0.014527015388011932, 0.001917487010359764, 0.021285630762577057, -0.0008274326100945473, 0.01530483365058899, 1.0]",3.200000047683716,32,10,119,6
"[0.29083847999572754, 0.038268934935331345, 0.12647515535354614, -0.03626486659049988, -0.09796277433633804, -0.791088879108429, 0.0, 1.0008161067962646]","[-0.002284914255142212, 0.01953095756471157, -0.0030926167964935303, -0.03452098369598389, 0.016153905540704727, 0.10252851247787476, 0.0]",6.800000190734863,32,1,401,1
"[0.40364494919776917, -0.02267596498131752, 0.16547808051109314, -0.20144887268543243, -0.5766525864601135, 0.2244950830936432, 0.0, 1.0001531839370728]","[0.004930317401885986, -0.004886791110038757, -0.01573069393634796, -0.012951387092471123, 0.0045175496488809586, -0.04494962841272354, 0.0]",0.20000000298023224,8,6,377,3
"[0.3493870794773102, 0.03999713063240051, 0.17472244799137115, 0.03569110855460167, -0.23364707827568054, -0.061071086674928665, 0.0, 1.0001531839370728]","[0.0027109533548355103, -0.010320961475372314, -0.00774664431810379, -0.006738360971212387, -0.008979253470897675, 0.09706564247608185, 1.0]",1.7999999523162842,24,8,277,3
"[0.36690759658813477, -0.08644440025091171, 0.0964689627289772, 0.08055396378040314, -0.11194238066673279, 0.1674891859292984, 0.0, 0.9865638017654419]","[-0.001329571008682251, 0.0057127028703689575, -0.009693780913949013, 0.008475691080093384, 0.03219398856163025, 0.02575799822807312, 1.0]",0.0,5,13,145,0
"[0.3396911025047302, 0.041177041828632355, 0.03661869838833809, -0.20566841959953308, 0.2275683581829071, 0.9506763815879822, 0.0, 0.4699908196926117]","[-0.001970052719116211, -0.024797089397907257, 0.01018234621733427, -0.020573429763317108, 0.043241359293460846, -0.042747028172016144, 1.0]",4.599999904632568,31,10,447,6
"[0.33359959721565247, 0.11606728285551071, 0.01952645368874073, 0.053391337394714355, -0.041753944009542465, -0.6575672626495361, 0.0, 0.9988223910331726]","[-0.0221002995967865, 0.04449301213026047, 0.0018464624881744385, 0.001010313630104065, 0.0029567182064056396, 0.07961481809616089, 0.0]",0.4000000059604645,39,12,379,4
"[0.3208793103694916, 0.11982499063014984, 0.023187555372714996, 0.3793964385986328, -0.20678681135177612, 0.40873536467552185, 0.0, 0.9920742511749268]","[-0.0013903379440307617, -0.0006782131968066096, 0.0021033547818660736, 0.013484729453921318, 0.021781403571367264, -0.012759864330291748, 1.0]",5.599999904632568,25,11,125,6
"[0.4326706528663635, -0.06595811992883682, 0.05921399965882301, -0.07520556449890137, -0.4654862880706787, 0.18300391733646393, 0.0, 0.9766865372657776]","[-0.002952277660369873, -0.001598261296749115, -0.002519071102142334, -0.009265206754207611, 0.022541433572769165, 0.004509627819061279, 1.0]",1.2000000476837158,15,2,495,11
"[0.23369130492210388, -0.03217896446585655, 0.041649311780929565, -0.13501954078674316, -0.1954544633626938, 0.3153166174888611, 0.0, 1.0008161067962646]","[0.0023381412029266357, -0.004831030964851379, -0.010286693461239338, -0.013415010645985603, 0.006896325387060642, -0.08408941328525543, 1.0]",0.800000011920929,28,8,29,1
"[0.279976487159729, 0.10336540639400482, 0.07281875610351562, 0.016700446605682373, 0.0005910377367399633, 0.02629922144114971, 0.0, 0.3236125409603119]","[0.0009137094020843506, -0.0036371275782585144, 0.027211688458919525, 0.013297483325004578, -0.059155840426683426, -0.08971083164215088, 1.0]",1.0,4,12,345,11
"[0.31456223130226135, 0.10977719724178314, 0.050728730857372284, 0.4663568437099457, -0.09284020215272903, 0.3384958803653717, 0.0, 0.27305713295936584]","[0.0025773048400878906, 0.002019563689827919, 0.0003248974680900574, -0.005206972360610962, 0.004695534706115723, 0.00225228164345026, 1.0]",2.799999952316284,13,3,121,9
"[0.33724576234817505, 0.034028977155685425, 0.12618423998355865, -0.14038939774036407, 0.01724657602608204, 0.5571802854537964, 0.0, 0.9994885921478271]","[-0.0011031925678253174, -0.0008794739842414856, -0.002047009766101837, -0.003925527445971966, 0.0020106062293052673, 0.0016984641551971436, 1.0]",2.0,26,2,294,1
"[0.3325674831867218, 0.0776371955871582, 0.10383587330579758, -0.11556658148765564, 0.04777013510465622, 0.08362865447998047, 0.0, 0.36865687370300293]","[0.01112145185470581, -0.00907280296087265, -0.011026285588741302, -0.006087314337491989, 0.01175890862941742, 0.013450788334012032, 1.0]",2.200000047683716,3,3,42,10
"[0.3413647413253784, -0.04583810642361641, -0.04859304055571556, -0.0537639856338501, 0.05039606988430023, -0.1164647713303566, 0.0, 0.44944798946380615]","[-0.001827627420425415, -0.002646632492542267, -0.00670618936419487, 0.010623842477798462, 0.019695620983839035, -0.002816498279571533, 0.0]",8.199999809265137,20,7,385,6
"[0.4006556272506714, 0.11786899715662003, 0.08518864959478378, -0.10529104620218277, -0.27352175116539, 1.4632171392440796, 0.0, 1.0001531839370728]","[0.00016185641288757324, -0.008796855807304382, -0.0031764283776283264, 0.0027621984481811523, 0.0037484169006347656, -0.00613616406917572, 1.0]",4.800000190734863,20,12,437,8
"[0.4060342013835907, -0.09662236273288727, 0.09409227222204208, -0.05785460025072098, -0.3983290195465088, 0.07997369766235352, 0.0, 0.590900182723999]","[-0.009401112794876099, -0.0011277529411017895, 0.0017749741673469543, -0.004964888095855713, -0.0010875910520553589, -0.024889469146728516, 0.0]",8.199999809265137,1,3,275,1
"[0.2368144989013672, -0.038975488394498825, 0.03496643155813217, -0.12660528719425201, -0.20487529039382935, 0.3273393511772156, 0.0, 1.0001531839370728]","[-0.0009366869926452637, -0.0033943206071853638, -0.001423954963684082, -0.010266567580401897, 0.011139525100588799, -0.07811741530895233, 1.0]",2.200000047683716,10,12,167,1
"[0.3357982039451599, 0.12991870939731598, 0.1045224666595459, 0.0594424232840538, 0.051999472081661224, 0.14123766124248505, 0.0, 0.3236125409603119]","[-0.008582860231399536, -0.0022752657532691956, -0.017145715653896332, -0.002234227955341339, 0.02224649302661419, 0.0038725435733795166, 0.0]",4.599999904632568,15,2,221,7
"[0.3815425932407379, -0.10832183063030243, 0.03620654344558716, 0.1474790722131729, -0.1164635419845581, 0.02803984098136425, 0.0, 1.0001531839370728]","[-0.0005318522453308105, 0.00915132462978363, -0.007205978035926819, -0.016660012304782867, -0.017567254602909088, 0.09021246433258057, 1.0]",4.0,41,4,76,11
"[0.27769747376441956, -0.015647800639271736, 0.07251692563295364, -0.015837915241718292, -0.16760562360286713, 0.9263870716094971, 0.0, 1.0008161067962646]","[0.00011071562767028809, 0.0015811026096343994, -0.009359322488307953, -0.01702032797038555, -0.04301273822784424, 0.04600808769464493, 1.0]",4.0,32,0,419,2
"[0.2753502428531647, 0.0969780907034874, 0.09545861184597015, -0.018254263326525688, -0.04288811236619949, -0.628826379776001, 0.0, 0.9994885921478271]","[0.00234067440032959, 0.0012497976422309875, 0.02825518697500229, -0.004538878798484802, 0.009321346879005432, -0.02794608101248741, 1.0]",5.0,35,12,476,6
"[0.28485018014907837, 0.1039983481168747, 0.037723440676927567, 0.035620756447315216, -0.02623704820871353, 0.1417199820280075, 0.0, 0.3236125409603119]","[-0.0012133121490478516, -0.00349793559871614, 0.01719481498003006, 0.0038480032235383987, -0.0356910414993763, -0.015776336193084717, 1.0]",4.0,15,1,153,5
"[0.37443408370018005, -0.1364915817975998, 0.0698690265417099, 0.09973197430372238, -0.08278704434633255, 0.13665692508220673, 0.0, 0.9865638017654419]","[-0.008420675992965698, 0.001065623015165329, 0.00025715678930282593, 0.027143806219100952, -0.0018095821142196655, 0.006748199462890625, 0.0]",2.0,37,2,152,11
"[0.33223944902420044, 0.12058970332145691, 0.008184271864593029, -0.044599249958992004, 0.000992744811810553, 0.33793747425079346, 0.0, 0.9988223910331726]","[-0.003513038158416748, 0.0009386166930198669, -0.015232060104608536, 0.013202428817749023, 0.04089154303073883, -3.4308061003685e-05, 1.0]",8.199999809265137,36,2,317,2
"[0.43516120314598083, -0.0728401243686676, 0.07127755880355835, -0.003705226816236973, -0.3901175558567047, 0.02843608520925045, 0.0, 0.590900182723999]","[0.008477836847305298, -0.017842084169387817, 0.0012254118919372559, -0.0016627311706542969, 0.00992419570684433, 0.03475242853164673, 0.0]",0.800000011920929,23,11,410,4
"[0.28093212842941284, 0.08015955984592438, 0.12754738330841064, 0.013736438006162643, 0.0069043561816215515, 0.10600728541612625, 0.0, 0.36865687370300293]","[-0.0019282996654510498, 0.0009843483567237854, -0.007661759853363037, 0.009426135569810867, -0.0015652403235435486, -0.010393859818577766, 1.0]",4.0,44,0,422,1
"[0.3834834098815918, 0.07852187752723694, 0.035188209265470505, 0.017825240269303322, 0.0705660879611969, 0.3064347803592682, 0.0, 1.0001531839370728]","[1.6868114471435547e-05, 0.003986582159996033, -0.0013931840658187866, 0.021052196621894836, -0.011479750275611877, 0.006330596283078194, 1.0]",6.400000095367432,12,0,432,6
"[0.30359598994255066, 0.15244272351264954, 0.0968279168009758, -0.03484564274549484, 0.10227137804031372, 0.2531397044658661, 0.0, 0.9994885921478271]","[0.00030028820037841797, 6.782263517379761e-05, 1.5373341739177704e-05, 0.00015573203563690186, -0.0015517845749855042, -0.0027610212564468384, 1.0]",2.5999999046325684,28,1,374,4
