observation.state,action,timestamp,frame_index,episode_index,index,task_index
"[0.48751094937324524, -0.20639654994010925, 0.36553072929382324, -3.020385980606079, -0.018239470198750496, -1.0135443210601807, 0.0, 0.9383260011672974]","[-0.04464917629957199, -0.0006230541621334851, 0.1844577044248581, 0.6325480937957764, 0.08141931146383286, 0.35484814643859863, 0.5363435745239258]",8.866666793823242,178,0,354,0
"[0.5228320956230164, 0.2235603630542755, 0.4054737687110901, 2.433328628540039, -0.4299153685569763, 1.4427204132080078, 0.0, 0.9867841601371765]","[0.5305109620094299, -0.015307582914829254, -0.26848939061164856, -0.4224124252796173, 0.0026925038546323776, -0.9063997268676758, 1.0]",2.0,186,0,203,0
"[0.648551881313324, 0.3423682451248169, 0.37260258197784424, -2.9092955589294434, -0.28206443786621094, 0.601952314376831, 0.0, 0.0]","[-0.779306173324585, -0.6265108585357666, 0.012887162156403065, -0.021661290898919106, -0.449237585067749, -0.8379845023155212, 1.0]",15.399999618530273,107,0,338,0
"[0.5647119879722595, 0.01686774753034115, 0.43990275263786316, 3.0190258026123047, -0.4687792658805847, 0.09154593199491501, 0.0, 0.0]","[0.3142499625682831, 0.6136406660079956, 0.410598486661911, 0.6069347262382507, -0.7637667059898376, -0.21975138783454895, 0.0033039450645446777]",12.866666793823242,43,1,306,0
"[0.4776184558868408, -0.2297079712152481, 0.3664020001888275, -3.1109237670898438, -0.08484587073326111, -1.201951265335083, 0.0, 0.9383260011672974]","[0.016301773488521576, -0.021279722452163696, -0.0684695765376091, 0.04705695062875748, 0.14598165452480316, -0.033691707998514175, 1.0]",11.533333778381348,159,0,300,0
"[0.5020741820335388, -0.011295762844383717, 0.31401315331459045, 2.865021228790283, 0.30497369170188904, 0.39434507489204407, 0.0, 0.0]","[-0.41833439469337463, 0.4233322739601135, 0.2988618314266205, 0.13826245069503784, -0.5400002002716064, 0.6558113694190979, 0.0033039450645446777]",4.866666793823242,227,1,60,0
"[0.38527822494506836, -0.013901819474995136, 0.5402193665504456, 3.1341779232025146, -0.04831526428461075, 0.05755532160401344, 0.0, 0.0]","[-0.8194318413734436, -0.568122923374176, -0.07594623416662216, 0.063449427485466, -0.3547583520412445, -0.7074371576309204, 1.0]",13.399999618530273,114,0,127,0
"[0.5009718537330627, -0.011313317343592644, 0.3124648332595825, 2.8656442165374756, 0.3077755868434906, 0.3922305703163147, 0.0, 0.0]","[0.2621493637561798, -0.3717552423477173, -0.03956989943981171, -0.020973771810531616, -0.04752824455499649, -0.9986496567726135, 1.0]",12.0,99,2,267,0
"[0.6540222764015198, 0.41498664021492004, 0.39968985319137573, 2.7738516330718994, -0.677405059337616, 0.8245100975036621, 0.0, 0.9867841601371765]","[0.2219746857881546, -0.22157816588878632, -0.17210660874843597, 0.10227901488542557, 0.1174141988158226, -0.25433677434921265, 1.0]",3.4000000953674316,50,1,371,0
"[0.47874847054481506, -0.20397038757801056, 0.3617371618747711, -2.895794153213501, 0.11476567387580872, -0.9789411425590515, 0.0, 0.10132158547639847]","[-0.1611214429140091, -0.41009098291397095, 0.22233477234840393, -0.9108808040618896, -0.36326780915260315, -0.19578731060028076, 1.0]",12.666666984558105,32,0,16,0
"[0.45629727840423584, -0.21467304229736328, 0.4032813310623169, -2.947648286819458, 0.09174013882875443, -0.9796765446662903, 0.0, 0.0]","[0.0914522334933281, -0.02122434414923191, -0.06988617032766342, -0.09273725748062134, -0.05988074466586113, 0.1353694647550583, 0.015418529510498047]",5.0,206,1,180,0
"[0.3840526342391968, -0.2152029275894165, 0.51971435546875, -3.0976579189300537, -0.2472539097070694, -0.5027598142623901, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",3.4666666984558105,4,0,152,0
"[0.54641193151474, -0.013087105937302113, 0.32807019352912903, 2.926652669906616, -0.3044663369655609, -0.8512240648269653, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",6.866666793823242,2,1,100,0
"[0.48943498730659485, -0.02735406905412674, 0.220376655459404, 2.894469738006592, 0.12876883149147034, 0.5819563269615173, 0.0, 0.0]","[-0.03430869057774544, 0.02416015788912773, 0.015054097399115562, 0.07990182191133499, 0.028534429147839546, 0.18752451241016388, 0.0]",2.6666667461395264,27,1,298,0
"[0.4417016804218292, 0.01961340196430683, 0.21879476308822632, 2.9261343479156494, -0.018214864656329155, 1.0889685153961182, 0.0, 0.9867841601371765]","[0.0009825085289776325, -0.02520795911550522, 0.05343213677406311, 0.045576076954603195, -0.17408140003681183, 0.0497625395655632, 0.04820507764816284]",10.199999809265137,87,0,436,0
"[0.4881829619407654, -0.05768658220767975, 0.18978603184223175, 2.896574020385742, 0.09498468041419983, 0.7774534821510315, 0.0, 0.8414096832275391]","[0.2811180353164673, 0.7042794823646545, 0.2362247258424759, 0.3014284074306488, -0.39466607570648193, 0.1472405046224594, 0.0033039450645446777]",1.7333333492279053,83,0,36,0
"[0.6561993956565857, 0.2042171061038971, 0.42576494812965393, 3.0340306758880615, -0.2938782274723053, 0.5008813142776489, 0.0, 0.0]","[0.10764069855213165, -0.018881050869822502, -0.10115492343902588, -0.13688668608665466, -0.13228347897529602, 0.2974661886692047, 0.16767215728759766]",13.199999809265137,224,2,423,0
"[0.6050078868865967, -0.046788234263658524, 0.2385464906692505, 2.879669427871704, -0.15006600320339203, -0.9222255349159241, 0.0, 0.0]","[0.062386542558670044, -0.3746885657310486, -0.0852058157324791, -0.19665727019309998, -0.05540521442890167, -0.9789056181907654, 1.0]",8.133333206176758,61,1,420,0
"[0.6643851399421692, 0.42365899682044983, 0.3877328932285309, 2.8032901287078857, -0.6620754599571228, 0.8245248198509216, 0.0, 0.8370044231414795]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",15.0,130,2,98,0
"[0.3931804299354553, -0.2991791069507599, 0.3449382781982422, 3.0124669075012207, -0.03677313029766083, -1.5484238862991333, 0.0, 0.28634360432624817]","[0.15587708353996277, 0.3622269630432129, 0.20004145801067352, 0.28403934836387634, -0.23769372701644897, 0.23090820014476776, 0.0033039450645446777]",15.666666984558105,24,0,287,0
"[0.3679061233997345, -0.1788547784090042, 0.4017242193222046, 3.1050057411193848, -0.0966232493519783, -1.201877474784851, 0.0, 0.0]","[0.4238605797290802, 0.6123276352882385, 0.40262359380722046, 0.5819765329360962, -0.7355214357376099, -0.13409031927585602, 0.0033039450645446777]",4.333333492279053,0,0,489,0
"[0.6571126580238342, 0.3668539822101593, 0.37194883823394775, -2.8504583835601807, -0.49716639518737793, 0.5686895251274109, 0.0, 0.0]","[-0.5846818089485168, -0.7629563808441162, 0.27576202154159546, -0.38481462001800537, -0.555690348148346, -0.7369707822799683, 1.0]",4.933333396911621,104,0,71,0
"[0.6545689105987549, 0.3587537109851837, 0.37043726444244385, -2.802130699157715, -0.4161420166492462, 0.5445051193237305, 0.0, 0.0]","[0.1458313912153244, 0.0874374508857727, -0.03393232077360153, -0.09303951263427734, -0.06756699830293655, 0.3591378331184387, 0.045093655586242676]",4.733333110809326,58,1,41,0
"[0.4872141182422638, -0.20880991220474243, 0.3665711581707001, -3.0406205654144287, -0.035607293248176575, -0.9948298335075378, 0.0, 0.9383260011672974]","[0.21444125473499298, 0.6424471735954285, 0.3021717667579651, 0.30524173378944397, -0.4338979721069336, 0.22844494879245758, 0.0033039450645446777]",1.1333333253860474,92,2,191,0
"[0.6551486849784851, 0.3893437385559082, 0.37559792399406433, -2.945706367492676, -0.6020088195800781, 0.6246898174285889, 0.0, 0.008810617960989475]","[-0.4183781147003174, 0.31750375032424927, 0.4302607476711273, 0.0848296508193016, -0.43016815185546875, 0.36331677436828613, 0.0033039450645446777]",15.800000190734863,190,0,141,0
"[0.4159121811389923, -0.2887808382511139, 0.3649755120277405, 3.1257717609405518, -0.017633523792028427, -1.510927438735962, 0.0, 0.9251101613044739]","[0.18572834134101868, -0.35853832960128784, -0.04147809371352196, -0.0829819068312645, -0.06598207354545593, -0.994364321231842, 1.0]",14.466666221618652,53,1,48,0
"[0.3665204644203186, -0.2320854365825653, 0.38619208335876465, 3.082765817642212, -0.06422547250986099, -1.4096553325653076, 0.0, 0.0]","[-0.7965534329414368, -0.43691733479499817, -0.1375425010919571, 0.11092399060726166, -0.22828301787376404, -0.464767724275589, 1.0]",12.399999618530273,11,0,263,0
"[0.6582643389701843, 0.4226802587509155, 0.40163111686706543, 2.7607953548431396, -0.6838711500167847, 0.8330604434013367, 0.0, 0.9867841601371765]","[0.050739653408527374, -0.09854704886674881, -0.07993068546056747, 0.056098755449056625, 0.00970255583524704, -0.1699138730764389, 0.732722282409668]",11.600000381469727,162,0,335,0
"[0.46978795528411865, 0.18962661921977997, 0.3558058738708496, 2.570340156555176, -0.3549256920814514, 1.3853447437286377, 0.0, 0.9867841601371765]","[-0.4022974669933319, 0.28049877285957336, 0.47521427273750305, 0.15229380130767822, -0.3474230170249939, 0.32606175541877747, 0.0033039450645446777]",1.2666666507720947,47,1,357,0
"[0.5032949447631836, -0.010174925439059734, 0.2642157971858978, 2.843013286590576, 0.19587674736976624, 0.5391176342964172, 0.0, 0.0]","[0.054676853120326996, -0.0680961012840271, -0.09433489292860031, -0.12349127978086472, -0.01186364982277155, 0.12175701558589935, 0.015418529510498047]",11.0,184,0,155,0
"[0.3669567406177521, -0.17823384702205658, 0.4007251262664795, 3.1022965908050537, -0.09515650570392609, -1.1930688619613647, 0.0, 0.0]","[0.04704376310110092, -0.08023414760828018, -0.08832500874996185, 0.0542277991771698, 0.00577804259955883, -0.17415155470371246, 0.7676968574523926]",2.2666666507720947,176,2,220,0
"[0.5817833542823792, 0.03741001710295677, 0.4457123577594757, 3.0121724605560303, -0.4469960629940033, 0.12426377832889557, 0.0, 0.0]","[-0.1480903923511505, -0.19257184863090515, -0.4549107849597931, 0.3321473300457001, -0.1639847606420517, 0.3302357494831085, 1.0]",6.0,65,0,69,0
"[0.6509020924568176, 0.33363306522369385, 0.3765023946762085, -2.9600625038146973, -0.2722986936569214, 0.6102609038352966, 0.0, 0.0]","[-0.19767971336841583, -0.21224132180213928, 0.11220556497573853, 0.6921020746231079, 0.5079410076141357, 0.512826144695282, 0.8226872086524963]",2.066666603088379,119,1,343,0
"[0.6587730050086975, 0.29165253043174744, 0.3928026854991913, -3.1064951419830322, -0.26105672121047974, 0.6086127161979675, 0.0, 0.0]","[-0.004493393003940582, -0.018673114478588104, -0.0475747212767601, 0.23895622789859772, 0.1460254043340683, 0.02019929140806198, 1.0]",6.4666666984558105,14,0,305,0
"[0.41366323828697205, 0.12162534147500992, 0.26637014746665955, 2.7536137104034424, -0.13709409534931183, 1.401153802871704, 0.0, 0.9867841601371765]","[-0.08010462671518326, 0.04469630867242813, 0.0699797123670578, 0.13494578003883362, 0.1663447618484497, 0.1747586727142334, 0.0]",0.4000000059604645,26,1,243,0
"[0.5343304872512817, 0.2318861037492752, 0.3869535028934479, 2.4499852657318115, -0.41809549927711487, 1.462756633758545, 0.0, 0.9867841601371765]","[-0.12662746012210846, -0.13948751986026764, 0.11693903803825378, 0.003055430017411709, 0.40577074885368347, 0.03348780795931816, 1.0]",14.533333778381348,65,0,161,0
"[0.44548749923706055, -0.005393959581851959, 0.40761899948120117, 3.0898056030273438, -0.14676827192306519, -0.18115383386611938, 0.0, 0.0]","[0.05887707695364952, -0.10932739824056625, -0.05217435583472252, 0.010454302653670311, 0.08997447788715363, -0.241133451461792, 1.0]",11.866666793823242,43,0,475,0
"[0.4489375054836273, -0.24529464542865753, 0.3788389265537262, -3.134495735168457, -0.0401347279548645, -1.3563530445098877, 0.0, 0.933920681476593]","[0.39808419346809387, 0.15731866657733917, -0.12348763644695282, -0.25744637846946716, 0.022281784564256668, -0.9660356640815735, 1.0]",8.866666793823242,18,2,491,0
"[0.482300728559494, -0.19727279245853424, 0.35484015941619873, -2.946883201599121, 0.09328306466341019, -0.9441654086112976, 0.0, 0.9383260011672974]","[0.07392372936010361, -0.14772532880306244, -0.07832494378089905, 0.03943503648042679, 0.06459507346153259, -0.21623677015304565, 0.7541256546974182]",2.0,203,0,391,0
"[0.42410019040107727, -0.2219408005475998, 0.4553476870059967, -3.0385076999664307, -0.07430794835090637, -0.8213303685188293, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,168,1,383,0
"[0.46428239345550537, -0.243240088224411, 0.3606627583503723, 3.139143705368042, -0.09102907031774521, -1.2896246910095215, 0.0, 0.9383260011672974]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",3.066666603088379,67,1,145,0
"[0.3445097506046295, 0.10723692178726196, 0.43101513385772705, -3.0889530181884766, 0.010794936679303646, 0.21552884578704834, 0.0, 0.0]","[0.14112134277820587, 0.30823633074760437, 0.16636238992214203, 0.28602102398872375, -0.1718759983778, 0.2789175510406494, 0.0033039450645446777]",1.0666667222976685,39,0,442,0
"[0.44548654556274414, -0.005371281411498785, 0.40762609243392944, 3.090017557144165, -0.14674419164657593, -0.18110063672065735, 0.0, 0.0]","[-0.12257158756256104, -0.09597979485988617, 0.11136249452829361, 0.0005673517007380724, 0.38627007603645325, 0.021488327533006668, 1.0]",12.133333206176758,60,0,327,0
"[0.48302310705184937, -0.0404227077960968, 0.16427940130233765, 2.992063045501709, 0.08451634645462036, 0.9593161940574646, 0.0, 0.9867841601371765]","[-0.04760880768299103, 0.035017699003219604, -0.05501363426446915, 0.25612205266952515, -0.05580737069249153, -0.0557536855340004, 0.015418529510498047]",2.5999999046325684,31,1,110,0
"[0.45471474528312683, 0.0002663917257450521, 0.4028457999229431, 3.074697971343994, -0.15831534564495087, -0.331034392118454, 0.0, 0.0]","[0.00632898835465312, -0.023428266867995262, -0.06072432920336723, 0.1293291300535202, 0.17753498256206512, -0.028904912993311882, 1.0]",5.866666793823242,111,0,324,0
"[0.6562449336051941, 0.3738541603088379, 0.3738676905632019, -2.882483959197998, -0.5336467027664185, 0.5896215438842773, 0.0, 0.0]","[-0.15196217596530914, -0.15773233771324158, -0.06023190915584564, 0.6453371644020081, 0.10378031432628632, 0.0931709036231041, 1.0]",6.5333333015441895,44,2,268,0
"[0.48646923899650574, -0.03338770195841789, 0.21324461698532104, 2.9023942947387695, 0.11629261076450348, 0.5881457328796387, 0.0, 0.0]","[0.04596918076276779, -0.07437945902347565, -0.10220344364643097, -0.11496704071760178, 5.310510823619552e-05, 0.13051171600818634, 0.015418529510498047]",9.600000381469727,152,1,372,0
"[0.6493216753005981, 0.39985448122024536, 0.3966800570487976, 2.8016626834869385, -0.6794837713241577, 0.8080581426620483, 0.0, 0.9867841601371765]","[0.12551851570606232, 0.10690860450267792, 0.004058436490595341, 0.1769128292798996, -0.09596411138772964, -0.06004449725151062, 0.0033039450645446777]",0.8666666746139526,76,1,86,0
"[0.38830408453941345, -0.014398864470422268, 0.5372267961502075, 3.13307523727417, -0.04343248903751373, 0.055943563580513, 0.0, 0.0]","[0.3995960056781769, 0.4495278596878052, 0.2881889045238495, 0.5287117958068848, -0.5964207053184509, -0.15694592893123627, 0.0033039450645446777]",11.733333587646484,19,1,458,0
"[0.6635199189186096, 0.4240685701370239, 0.3928901255130768, 2.7788515090942383, -0.6687620282173157, 0.82651686668396, 0.0, 0.9691630005836487]","[-0.0035024681128561497, -0.0634365826845169, -0.066533163189888, 0.03467874228954315, -0.17774969339370728, -0.14655406773090363, 0.2018871307373047]",14.933333396911621,54,1,477,0
"[0.3964455723762512, -0.3087863326072693, 0.34167182445526123, 3.0808610916137695, -7.219445251394063e-05, -1.626962423324585, 0.0, 0.8810572624206543]","[0.3665369749069214, 0.039187733083963394, -0.4900399148464203, -0.5404592156410217, 0.2629537582397461, 0.7452587485313416, 1.0]",9.333333015441895,57,1,64,0
"[0.48415595293045044, -0.057067979127168655, 0.19051410257816315, 2.9089248180389404, 0.09516501426696777, 0.7559347748756409, 0.0, 0.7312775254249573]","[-0.19844560325145721, -0.048753950744867325, 0.17839442193508148, 0.02230214886367321, 0.048774588853120804, -0.01849021017551422, 1.0]",1.4666666984558105,111,1,198,0
"[0.49630075693130493, -0.017052270472049713, 0.24022282660007477, 2.8713948726654053, 0.15886764228343964, 0.5658724904060364, 0.0, 0.0]","[0.10550504177808762, -0.021454976871609688, -0.07859978079795837, -0.1560332328081131, -0.07627834379673004, 0.26224207878112793, 0.02659308910369873]",1.2666666507720947,103,1,190,0
"[0.4454881548881531, -0.005393217783421278, 0.4076218903064728, 3.089797019958496, -0.14677825570106506, -0.18116027116775513, 0.0, 0.0]","[0.24531252682209015, 0.5874555110931396, -0.02731485106050968, 0.13392607867717743, -0.4638913571834564, 0.06742506474256516, 0.0033039450645446777]",5.666666507720947,211,1,261,0
"[0.47869378328323364, -0.056690774857997894, 0.19666096568107605, 2.919027328491211, 0.08149822056293488, 0.6261155009269714, 0.0, 0.08810574561357498]","[0.20847509801387787, 0.2168606072664261, 0.02445370890200138, 0.3061833381652832, -0.10349117964506149, -0.13788136839866638, 0.0033039450645446777]",0.5333333611488342,68,0,366,0
"[0.6069656610488892, -0.037925995886325836, 0.23607240617275238, 2.8596818447113037, -0.2792976498603821, -1.0145432949066162, 0.0, 0.0]","[-0.3829018473625183, 0.07958486676216125, 0.20874467492103577, -0.36632049083709717, -0.18510247766971588, 0.7210919260978699, 1.0]",12.066666603088379,79,0,497,0
"[0.48064056038856506, -0.20041720569133759, 0.35736143589019775, -2.9022393226623535, 0.11986112594604492, -0.9736120104789734, 0.0, 0.3392070531845093]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013215839862823486]",4.066666603088379,167,0,380,0
"[0.5909713506698608, -0.0737190768122673, 0.22727234661579132, 2.9366366863250732, 0.03593046963214874, -0.8241208791732788, 0.0, 0.0]","[-0.4317595660686493, 0.4467206597328186, 0.2547658085823059, 0.1547512412071228, -0.4698088467121124, 0.7872776985168457, 0.0033039450645446777]",12.800000190734863,19,0,294,0
"[0.478914737701416, -0.062041860073804855, 0.19380062818527222, 2.9176554679870605, 0.07955759763717651, 0.6706914901733398, 0.0, 0.30837005376815796]","[-0.15653933584690094, 0.006389782298356295, 0.21029487252235413, 0.31266945600509644, 0.28890398144721985, 0.11803620308637619, 0.0033039450645446777]",11.533333778381348,92,1,289,0
"[0.5703549981117249, 0.02430642582476139, 0.44194498658180237, 3.0196001529693604, -0.4651651084423065, 0.09806693345308304, 0.0, 0.0]","[-0.11552273482084274, -0.08079502731561661, 0.10971534997224808, -0.0830337181687355, 0.3685905337333679, 0.025682691484689713, 1.0]",0.5333333611488342,156,2,87,0
"[0.3445797264575958, 0.10724911838769913, 0.43075352907180786, -3.0889298915863037, 0.011523052118718624, 0.21554520726203918, 0.0, 0.0]","[0.3843882977962494, 0.08674699068069458, -0.27338069677352905, 0.04123840108513832, -0.04098119959235191, -0.34593233466148376, 1.0]",9.800000190734863,175,2,24,0
"[0.39613431692123413, -0.30651262402534485, 0.339507132768631, 3.0690059661865234, -0.0056247953325510025, -1.6155058145523071, 0.0, 0.8061674237251282]","[0.03106945939362049, 0.022771283984184265, -0.06293768435716629, -0.09470830857753754, -0.06909660995006561, 0.44653794169425964, 0.44162994623184204]",2.3333332538604736,133,0,13,0
"[0.3852784037590027, -0.01389802061021328, 0.5402199029922485, 3.1341748237609863, -0.04831547290086746, 0.057565461844205856, 0.0, 0.0]","[0.06759539991617203, 0.018089087679982185, -0.07972876727581024, -0.0912463515996933, -0.05612224340438843, 0.45174193382263184, 0.30066078901290894]",4.400000095367432,0,1,296,0
"[0.5626073479652405, -0.012080726213753223, 0.2971857190132141, 2.898681402206421, -0.29728856682777405, -0.91422039270401, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",5.599999904632568,18,0,269,0
"[0.6554343700408936, 0.417896032333374, 0.40039294958114624, 2.768901824951172, -0.6790671348571777, 0.8272618055343628, 0.0, 0.9867841601371765]","[0.16184990108013153, 0.4390302300453186, 0.2468520700931549, 0.2784199118614197, -0.3124982416629791, 0.267164021730423, 0.0033039450645446777]",10.866666793823242,131,2,11,0
"[0.399023175239563, 0.11442537605762482, 0.25296148657798767, 2.7984001636505127, -0.09347796440124512, 1.4061263799667358, 0.0, 0.9867841601371765]","[0.49651893973350525, 0.53160160779953, 0.19338461756706238, 0.7680483460426331, 0.1555568426847458, -0.621211588382721, 0.0033039450645446777]",0.06666667014360428,44,1,432,0
"[0.4948842227458954, -0.05583024397492409, 0.17343568801879883, 2.9012019634246826, 0.09510209411382675, 0.8526274561882019, 0.0, 0.634361207485199]","[-0.13128282129764557, 0.005388524383306503, 0.16681919991970062, 0.294099360704422, 0.30808714032173157, 0.15844134986400604, 0.0033039450645446777]",5.266666889190674,98,1,422,0
"[0.45946258306503296, -0.24454665184020996, 0.36524248123168945, 3.135728120803833, -0.0786249190568924, -1.3008195161819458, 0.0, 0.9383260011672974]","[-0.08899766951799393, -0.023420721292495728, 0.0068117473274469376, 0.4848960340023041, 0.2682528793811798, 0.2553432881832123, 1.0]",0.4000000059604645,164,0,362,0
"[0.4454873502254486, -0.00538780028000474, 0.40762192010879517, 3.089796781539917, -0.1467742770910263, -0.18114353716373444, 0.0, 0.0]","[-0.14877037703990936, -0.10308163613080978, -0.14797809720039368, -0.1314331442117691, -0.07938788086175919, -0.46982720494270325, 1.0]",3.066666603088379,225,0,316,0
"[0.45826923847198486, -0.24011801183223724, 0.37642595171928406, -3.125685214996338, -0.06519939005374908, -1.3164358139038086, 0.0, 0.933920681476593]","[-0.8049430251121521, -0.5925851464271545, -0.030159171670675278, 0.05259929224848747, -0.3829018175601959, -0.7932003736495972, 1.0]",10.600000381469727,45,2,160,0
"[0.6585519909858704, 0.2263752967119217, 0.41650015115737915, 3.05611252784729, -0.26988205313682556, 0.5415261387825012, 0.0, 0.0]","[0.041221313178539276, 0.01942411996424198, -0.030710654333233833, 0.1172114834189415, -0.10115299373865128, 0.23503948748111725, 0.015418529510498047]",13.066666603088379,126,1,188,0
"[0.39453914761543274, -0.2990912199020386, 0.33731362223625183, 3.01627779006958, -0.013676159083843231, -1.5704493522644043, 0.0, 0.3788546025753021]","[0.03673630580306053, -0.0046439748257398605, -0.08328741788864136, 0.037654463201761246, -0.04100567847490311, 0.31922686100006104, 0.39528942108154297]",3.133333444595337,25,0,494,0
"[0.4454893171787262, -0.005401620641350746, 0.4076218903064728, 3.089797019958496, -0.14678014814853668, -0.18117950856685638, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013215839862823486]",8.666666984558105,145,0,38,0
"[0.3852771818637848, -0.013898739591240883, 0.5402167439460754, 3.1341803073883057, -0.04830172657966614, 0.05757705122232437, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",7.866666793823242,33,2,17,0
"[0.5635231137275696, 0.016812069341540337, 0.43867626786231995, 3.019885301589966, -0.466535747051239, 0.09014535695314407, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.46666666865348816,31,1,209,0
"[0.6464998722076416, 0.3819081485271454, 0.39644482731819153, 2.829554557800293, -0.6782863736152649, 0.7847903370857239, 0.0, 0.9867841601371765]","[-0.0762500986456871, -0.011867839843034744, -0.08208978921175003, 0.3942619562149048, 0.06715963780879974, 0.0871235728263855, 0.015418529510498047]",3.4000000953674316,124,0,245,0
"[0.39640164375305176, -0.30210524797439575, 0.3392505943775177, 3.0431923866271973, -0.009200936183333397, -1.5914759635925293, 0.0, 0.691629946231842]","[0.022945700213313103, 0.14356428384780884, 0.13669776916503906, 0.04524428769946098, -0.16137218475341797, 0.35913756489753723, 0.052785634994506836]",6.333333492279053,48,1,307,0
"[0.43095847964286804, 0.03924521431326866, 0.23374123871326447, 2.8777575492858887, -0.053890660405159, 1.1442177295684814, 0.0, 0.9867841601371765]","[0.11381203681230545, -0.38731616735458374, -0.14978979527950287, 0.025029612705111504, 0.294660359621048, -0.6591009497642517, 1.0]",2.2666666507720947,28,0,374,0
"[0.47846561670303345, -0.06012554094195366, 0.19524456560611725, 2.9183712005615234, 0.07862923294305801, 0.6378108263015747, 0.0, 0.16299556195735931]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",2.799999952316284,139,1,393,0
"[0.6640775799751282, 0.4237879514694214, 0.3898073136806488, 2.791978120803833, -0.6637095808982849, 0.8256162405014038, 0.0, 0.91629958152771]","[-0.36794936656951904, 0.046694934368133545, 0.16660460829734802, -0.3056581914424896, -0.09931177645921707, 0.6491614580154419, 1.0]",9.399999618530273,176,1,61,0
"[0.6051074862480164, -0.040950436145067215, 0.2367435246706009, 2.8692400455474854, -0.19480395317077637, -0.967426061630249, 0.0, 0.0]","[0.20112664997577667, 0.59825199842453, 0.3132922947406769, 0.29608598351478577, -0.3991686999797821, 0.2384537011384964, 0.0033039450645446777]",1.600000023841858,188,1,405,0
"[0.648623526096344, 0.3942984938621521, 0.39653635025024414, 2.810317039489746, -0.6802084445953369, 0.8009214997291565, 0.0, 0.9867841601371765]","[0.09015342593193054, 0.192175954580307, 0.1353568434715271, 0.3775632977485657, 0.019809557124972343, 0.3482177257537842, 0.2808369994163513]",7.666666507720947,3,0,43,0
"[0.48451295495033264, -0.008519493974745274, 0.36822643876075745, 2.8495633602142334, 0.258942574262619, 0.2777251899242401, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.9333333373069763,62,0,314,0
"[0.4642040431499481, -0.010416688397526741, 0.42149481177330017, 2.9244625568389893, 0.17673470079898834, 0.1874760389328003, 0.0, 0.0]","[0.03374279662966728, 0.020678620785474777, -0.03825313597917557, 0.12932121753692627, -0.09579390287399292, 0.2401597648859024, 0.015418529510498047]",8.933333396911621,142,0,35,0
"[0.4864429533481598, -0.2106446772813797, 0.36661988496780396, -3.0576047897338867, -0.046030208468437195, -0.9946258664131165, 0.0, 0.9383260011672974]","[0.27670690417289734, 0.6030315160751343, 0.3628648519515991, 0.5503835082054138, -0.812011182308197, -0.1942056119441986, 0.0033039450645446777]",2.933333396911621,148,0,386,0
"[0.48283687233924866, -0.19786421954631805, 0.3556950092315674, -2.9522321224212646, 0.08175283670425415, -0.9414108991622925, 0.0, 0.9383260011672974]","[0.15945027768611908, 0.1662229299545288, 0.09018619358539581, 0.057455144822597504, -0.20663608610630035, 0.09239272773265839, 0.0033039450645446777]",3.7333333492279053,187,1,18,0
"[0.48167338967323303, -0.19677938520908356, 0.35377267003059387, -2.939772129058838, 0.10759138315916061, -0.9514163136482239, 0.0, 0.9207048416137695]","[0.1747661679983139, -0.08011391758918762, -0.3120911121368408, 0.15658316016197205, 0.1443270593881607, 0.5062684416770935, 1.0]",3.7333333492279053,55,0,367,0
"[0.49268320202827454, -0.007948591373860836, 0.3394765257835388, 2.8317580223083496, 0.2870940566062927, 0.3301331698894501, 0.0, 0.0]","[0.5508148074150085, 0.035190749913454056, -0.5545988082885742, -0.6694828867912292, 0.4581717550754547, 0.43891698122024536, 1.0]",7.4666666984558105,90,0,431,0
"[0.3937683403491974, -0.29878953099250793, 0.33717212080955505, 3.0099825859069824, -0.015154619701206684, -1.5661107301712036, 0.0, 0.29955947399139404]","[0.20033931732177734, -0.1792008876800537, -0.12191084772348404, 0.027493784204125404, 0.12244401127099991, -0.27056774497032166, 1.0]",6.066666603088379,70,1,347,0
"[0.5734187960624695, -0.009234694764018059, 0.2809830904006958, 2.8936352729797363, -0.2950006127357483, -0.9326833486557007, 0.0, 0.0]","[0.0681350976228714, 0.005757236387580633, -0.008087900467216969, 0.04349368065595627, -0.13924182951450348, 0.19175931811332703, 0.015418529510498047]",10.866666793823242,210,0,239,0
