episode_id,source_path,outcome,num_frames,num_track_points,external_cameras,wrist_camera,cameras_with_2d_tracks,cam2base_calibration,fx,fy,cx,cy,width,height,k1,k2,p1,p2,k3
,,failure,,960.0,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-17m-55s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:17:55_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9155346635968278, '24400334_source': 'GT', '22008760': [0.24002758222226106, 0.694841754225827, 0.34133423795467976, -1.9536007015049808, -0.08837839750611631, -2.8002510610508224], '22008760_metric_type': 'Reprojection_error', '22008760_quality_metric': 4.167337417602539, '22008760_source': 'Pred'}}",524.406494140625,531.8156127929688,,344.0089111328125,,,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-58m-48s,,failure,,,,,,,,524.3106689453125,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-20m-04s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:20:04_2023', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7950735875624482, '22008760_source': 'GT', '24400334': [0.27091282911827474, -0.45286331081786996, 0.3154273636982727, -1.9266705359974516, -0.06517757063812568, -0.752350636082547], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 24369.0, '24400334_source': 'Pred'}}",524.3732299804688,,640.0441284179688,,1280.0,720.0,,,0.0,,0.0
,,,,,,18026681,,,732.2020874023438,,636.1519165039062,344.00860595703125,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['24400334', '22008760']",18026681,"['24400334', '22008760', '18026681']",,732.2020874023438,,636.1510009765625,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,
,,,,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,,639.7756958007812,344.008544921875,,720.0,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-07-18h-40m-42s,,failure,,,,18026681,,,,531.8126831054688,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,531.8668212890625,636.15185546875,,1280.0,720.0,0.0,,,0.0,
,,,,960.0,,18026681,"['24400334', '22008760', '18026681']",,732.2020874023438,531.8463745117188,639.7774047851562,344.0086364746094,1280.0,720.0,,0.0,,0.0,0.0
,,failure,,,,,,,531.9367065429688,732.2020874023438,636.1528930664062,365.7880554199219,,720.0,,0.0,0.0,,0.0
,,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-57m-00s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:57:00_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8534359973454315, '24400334_source': 'GT', '22008760': [0.17635375024118063, 0.6097890627993791, 0.4003495456409662, -2.048301618777159, -0.11733245330636999, -2.637801714303017], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 57514.0, '22008760_source': 'Pred'}}",524.4288330078125,732.2020874023438,640.0441284179688,344.0087585449219,1280.0,720.0,0.0,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-21/Fri_Jul_21_13:13:17_2023,,496.0,960.0,,,"['22008760', '24400334', '18026681']",,732.2020874023438,524.2833251953125,,365.7880554199219,1280.0,,0.0,0.0,0.0,0.0,
,,failure,132.0,,,18026681,,"{'AUTOLab+84bd5053+2023-07-14-17h-07m-19s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:07:19_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8772216153697873, '24400334_source': 'GT', '22008760': [0.16503343940621126, 0.6019680086111124, 0.3853879573286188, -2.028331921225882, -0.12079280064382014, -2.6281132201293356], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 62039.0, '22008760_source': 'Pred'}}",732.2020874023438,524.379638671875,640.0441284179688,,,,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-13-10h-38m-12s,AUTOLab/failure/2023-07-23/Sun_Jul_23_21:33:22_2023,failure,,,"['24400334', '22008760']",,,"{'AUTOLab+5d05c5aa+2023-07-26-16h-28m-02s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_16:28:02_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7131971044601702, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9035221809483831, '22008760_source': 'GT'}}",732.2020874023438,531.8450927734375,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-17h-27m-56s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:27:56_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.826731562712815, '24400334_source': 'GT', '22008760': [0.17380643061023418, 0.6075088164138768, 0.4046783175631991, -2.0526646559882775, -0.12297785620269286, -2.6333819405903656], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 50468.0, '22008760_source': 'Pred'}}",732.2020874023438,,640.0441284179688,,1280.0,720.0,0.0,0.0,,0.0,
AUTOLab+84bd5053+2023-07-21-15h-31m-10s,,,211.0,,"['24400334', '22008760']",,,"{'AUTOLab+84bd5053+2023-07-21-15h-49m-36s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_15:49:36_2023', '24400334': [0.1336223406272288, -0.5237341533499182, 0.29537268237246017, -1.9190741368930104, -0.08129612878885384, -0.7309484304350398], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6574349221443004, '24400334_source': 'GT', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9245624772554338, '22008760_source': 'GT'}}",531.8156127929688,524.4508056640625,640.0441284179688,344.0085754394531,,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-08/Sat_Jul__8_10:12:09_2023,,168.0,,,,,"{'AUTOLab+5d05c5aa+2023-07-13-10h-53m-16s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_10:53:16_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8360241356816699, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7443502116056941, '22008760_source': 'GT'}}",,732.2020874023438,639.77587890625,,1280.0,720.0,,0.0,0.0,0.0,
,,,,960.0,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-26-16h-42m-23s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_16:42:23_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.80299055613851, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9066079295154185, '22008760_source': 'GT'}}",732.2020874023438,732.2020874023438,639.7759399414062,365.7880554199219,1280.0,,0.0,,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-14h-42m-01s,AUTOLab/failure/2023-07-07/Fri_Jul__7_19:00:28_2023,,,,,18026681,,,732.2020874023438,524.3995361328125,640.0441284179688,370.2776794433594,1280.0,720.0,,0.0,,0.0,0.0
,,,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-07-18h-50m-52s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:50:52_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.639300657807241, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8043987042576606, '22008760_source': 'GT'}}",531.76123046875,,636.1527099609375,370.2778015136719,,720.0,,0.0,0.0,0.0,
,,,,,,,"['24400334', '22008760', '18026681']",,524.371826171875,,636.1505737304688,344.0087585449219,,720.0,,0.0,0.0,,0.0
,,,,,,,,,531.8934326171875,524.398681640625,639.7775268554688,370.27813720703125,1280.0,720.0,0.0,0.0,0.0,0.0,
AUTOLab+5d05c5aa+2023-07-26-17h-44m-26s,,,,,,,,,,524.4222412109375,636.1513061523438,370.27777099609375,1280.0,720.0,0.0,0.0,,0.0,0.0
,,failure,,,,,,"{'AUTOLab+84bd5053+2023-07-21-12h-24m-18s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:24:18_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8626047932184374, '22008760_source': 'GT', '24400334': [0.0896900649230448, -0.3877448545361778, 0.3149409993291613, -1.8914150842831872, -0.13116856418416445, -0.8335723735911038], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 28439.0, '24400334_source': 'Pred'}}",,732.2020874023438,639.7772827148438,,,,0.0,0.0,,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-11h-13m-27s,,failure,360.0,,"['24400334', '22008760']",,,,732.2020874023438,,636.151611328125,,1280.0,,,0.0,0.0,0.0,0.0
,,failure,,,,,"['22008760', '24400334', '18026681']",,,,639.7759399414062,,,720.0,0.0,0.0,0.0,,
,,,,,,,,,,524.3935546875,636.153076171875,370.27764892578125,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,,960.0,"['24400334', '22008760']",,,,524.39501953125,531.7388916015625,640.0441284179688,,1280.0,,0.0,,,0.0,
,AUTOLab/failure/2023-07-07/Fri_Jul__7_18:53:28_2023,failure,,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-11h-13m-27s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_11:13:27_2023', '24400334': [0.19616185036208578, -0.41135108683927457, 0.30644442259084437, -1.8976352308252302, -0.06218159881797214, -0.765616157339204], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6293021391713842, '24400334_source': 'GT', '22008760': [0.38394799416047826, 0.5194058026771122, 0.3380818926772482, -1.9916617096199483, -0.18304978168904396, -2.2208430828155064], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.871873975379296, '22008760_source': 'GT'}}",524.3642578125,531.7666015625,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,,,0.0,0.0
,,failure,517.0,,"['24400334', '22008760']",,"['22008760', '24400334', '18026681']","{'AUTOLab+84bd5053+2023-07-21-12h-44m-49s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:44:49_2023', '24400334': [0.13571399730802516, -0.5260054242697205, 0.2991680466882737, -1.9129159808305245, -0.07570182865119501, -0.729133410079116], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6636659436008677, '24400334_source': 'GT', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8703283511206681, '22008760_source': 'GT'}}",732.2020874023438,,636.1516723632812,370.27752685546875,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,78.0,,,,"['22008760', '24400334', '18026681']","{'AUTOLab+84bd5053+2023-07-08-11h-01m-43s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_11:01:43_2023', '22008760': [0.383443084407403, 0.5515700193649918, 0.3409198369437651, -1.995187698150888, -0.13082567414758572, -2.244403137439821], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7243889648648371, '22008760_source': 'GT', '24400334': [0.21140203788440898, -0.34300165859173215, 0.31070779573481827, -1.8947825067511719, 0.004103757253735019, -0.5738320744462435], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 45195.0, '24400334_source': 'Pred'}}",524.4102172851562,531.8524780273438,639.7761840820312,344.0083923339844,1280.0,720.0,0.0,,0.0,,0.0
AUTOLab+84bd5053+2023-07-08-11h-42m-17s,,failure,52.0,,,,"['24400334', '22008760', '18026681']",,524.3211059570312,732.2020874023438,,,1280.0,720.0,0.0,,0.0,,0.0
,,failure,157.0,960.0,,,"['24400334', '22008760', '18026681']",,,524.4219970703125,,,1280.0,,0.0,,0.0,,0.0
,,,,,,,"['24400334', '22008760', '18026681']",,531.8678588867188,732.2020874023438,639.77783203125,,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,,,,"['24400334', '22008760', '18026681']",,531.8463745117188,531.8678588867188,636.1513671875,344.0083312988281,,,0.0,,,0.0,0.0
,,,,960.0,,18026681,,,524.35205078125,531.8467407226562,639.7750854492188,344.00872802734375,1280.0,720.0,,,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",,,,531.7388916015625,,636.1522827148438,,1280.0,720.0,,0.0,,0.0,0.0
,,failure,,,"['22008760', '24400334']",,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-07-18h-51m-08s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:51:08_2023', '24400334': [0.39176327614712037, -0.48219267392095944, 0.13324383563502218, -1.5990085126613713, 0.31402922788704335, -0.432767978471989], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 9.446612358093262, '24400334_source': 'Pred', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7527008895925933, '22008760_source': 'GT'}}",524.469970703125,732.2020874023438,636.151123046875,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:21:39_2023,failure,331.0,,,,"['24400334', '22008760', '18026681']",,524.3390502929688,,639.777099609375,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,115.0,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-16h-18m-48s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_16:18:48_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6846040310677732, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8850835833690527, '22008760_source': 'GT'}}",524.3568725585938,,640.0441284179688,370.2777099609375,1280.0,720.0,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-26-16h-28m-02s,,,,,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-08-10h-42m-56s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:42:56_2023', '24400334': [0.21206639996841176, -0.36364734909628016, 0.30867877575861336, -1.9169761827438507, 0.047165430252313456, -0.5714938002626585], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.676729022239688, '24400334_source': 'GT', '22008760': [0.383443084407403, 0.5515700193649918, 0.3409198369437651, -1.995187698150888, -0.13082567414758572, -2.244403137439821], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.6730979484211204, '22008760_source': 'GT'}}",,524.4069213867188,636.1519165039062,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,,,"['24400334', '22008760']",,,,524.4222412109375,531.8379516601562,640.0441284179688,365.7880554199219,1280.0,,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-07-11h-16m-26s,,,156.0,,,18026681,,,732.2020874023438,524.4268188476562,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,
,,failure,,960.0,,,,,524.4182739257812,531.9598999023438,640.0441284179688,344.0087585449219,1280.0,720.0,0.0,,0.0,,0.0
,,,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-07-18h-43m-03s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:43:03_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6458115183246074, '24400334_source': 'GT', '22008760': [0.42065766444519476, 0.4118217032967431, 0.33798973330912074, -2.032125630524526, -0.12609194347709662, -2.311835850243335], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 27825.0, '22008760_source': 'Pred'}}",524.398681640625,732.2020874023438,,344.0087585449219,1280.0,,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-32m-56s,,,1393.0,960.0,"['24400334', '22008760']",,,"{'AUTOLab+84bd5053+2023-07-21-15h-47m-04s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_15:47:04_2023', '24400334': [0.08166930859379207, -0.5411765271130182, 0.3202278228535631, -1.9343870366005453, -0.11946170202829443, -0.7635242069943872], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 11.505413055419922, '24400334_source': 'Pred', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9052784414347281, '22008760_source': 'GT'}}",524.3617553710938,531.74609375,636.151611328125,,1280.0,,,,0.0,0.0,0.0
,,,,,,,"['24400334', '22008760', '18026681']",,531.8941040039062,,636.1527099609375,344.0084533691406,,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-13/Thu_Jul_13_10:58:28_2023,,226.0,960.0,,18026681,,,,732.2020874023438,,344.0088806152344,1280.0,720.0,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-14-17h-07m-19s,AUTOLab/failure/2023-07-07/Fri_Jul__7_11:13:27_2023,failure,111.0,,,18026681,,"{'AUTOLab+84bd5053+2023-07-14-15h-14m-11s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_15:14:11_2023', '24400334': [0.3209915411878579, -0.349388321751479, 0.3083456358467947, -1.909630699159838, 0.02191739863041353, -0.2293590012140779], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7435629830239778, '24400334_source': 'GT', '22008760': [0.1137522773128481, 0.7087762532082706, 0.37421991205871663, -1.9693362894687114, 0.10076154353804045, -2.197477997533149], '22008760_metric_type': 'Reprojection_error', '22008760_quality_metric': 6.377065181732178, '22008760_source': 'Pred'}}",732.2020874023438,732.2020874023438,640.0441284179688,344.0092468261719,,,0.0,,0.0,,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:01:40_2023,,,,,,,,732.2020874023438,,636.1522827148438,344.0083312988281,1280.0,720.0,,0.0,0.0,0.0,
AUTOLab+84bd5053+2023-07-14-17h-27m-56s,,failure,,,,,,,732.2020874023438,732.2020874023438,,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-18h-59m-42s,,,,,,,,,524.3557739257812,524.38427734375,640.0441284179688,,1280.0,,0.0,0.0,,,0.0
,,failure,,,,,"['24400334', '22008760', '18026681']",,,524.3419799804688,,370.278076171875,1280.0,,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-17m-55s,AUTOLab/failure/2023-07-07/Fri_Jul__7_14:54:22_2023,failure,,,"['24400334', '22008760']",,,"{'AUTOLab+84bd5053+2023-07-14-16h-47m-37s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:47:37_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8487241853643428, '24400334_source': 'GT', '22008760': [0.16391352502984188, 0.5808658811863094, 0.40191859848958633, -2.052163967559584, -0.11949094996266774, -2.607505525875118], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 48978.0, '22008760_source': 'Pred'}}",531.8427734375,531.8427734375,639.7764892578125,370.2781982421875,1280.0,720.0,0.0,0.0,0.0,,0.0
AUTOLab+84bd5053+2023-07-21-12h-57m-38s,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:30:58_2023,,448.0,960.0,,,,,732.2020874023438,524.4777221679688,636.1525268554688,344.0083312988281,1280.0,,0.0,0.0,0.0,0.0,0.0
,,failure,96.0,,"['22008760', '24400334']",18026681,,,,,636.152587890625,370.27789306640625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,91.0,960.0,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,531.8543701171875,732.2020874023438,,370.2782287597656,,,,0.0,,0.0,
,AUTOLab/failure/2023-07-26/Wed_Jul_26_17:05:24_2023,,,960.0,,,,,732.2020874023438,,639.77685546875,344.00836181640625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,377.0,960.0,"['22008760', '24400334']",18026681,,"{'AUTOLab+84bd5053+2023-07-14-16h-48m-57s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:48:57_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9170476196464841, '24400334_source': 'GT', '22008760': [0.17505790859938986, 0.6111025224061808, 0.39890227462005573, -2.0440165337937883, -0.12007852940522845, -2.6352088180238304], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 59887.0, '22008760_source': 'Pred'}}",,531.8024291992188,,344.0086669921875,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-15h-58m-46s,,failure,,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-18h-58m-44s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:58:44_2023', '24400334': [0.4563727557474806, -0.5692587416645658, 0.3959858647868959, -2.0420521206394517, 0.22314377976311972, -0.4537385248249262], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 9.986578941345215, '24400334_source': 'Pred', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8794710994161538, '22008760_source': 'GT'}}",524.2703857421875,531.82177734375,640.0441284179688,,1280.0,720.0,0.0,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-07/Fri_Jul__7_11:16:26_2023,,,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,531.8776245117188,639.7765502929688,,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",,,,732.2020874023438,,639.7772827148438,365.7880554199219,,720.0,,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-14h-54m-22s,,,,960.0,,,,,732.2020874023438,531.933349609375,636.152099609375,344.0086669921875,,,,0.0,0.0,0.0,0.0
,,failure,145.0,,,18026681,,,531.7891235351562,732.2020874023438,,365.7880554199219,1280.0,720.0,,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-42m-09s,,,,,,,,,,,,344.0087890625,,,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-26/Wed_Jul_26_16:27:32_2023,,76.0,,,,"['24400334', '22008760', '18026681']",,531.8406372070312,,639.7766723632812,344.00872802734375,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",18026681,,,,732.2020874023438,639.7764282226562,,1280.0,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:45:14_2023,,,,,18026681,,,531.8135375976562,531.9574584960938,640.0441284179688,,1280.0,720.0,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-08-10h-58m-33s,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:15:08_2023,,,960.0,,18026681,,,524.4114990234375,732.2020874023438,,,,,0.0,0.0,0.0,0.0,0.0
,,,,,,18026681,,,732.2020874023438,531.8655395507812,639.7754516601562,344.008544921875,1280.0,720.0,0.0,,,0.0,
,AUTOLab/failure/2023-07-07/Fri_Jul__7_16:12:00_2023,failure,,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,524.2957153320312,640.0441284179688,370.27801513671875,,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,531.8297119140625,636.1510620117188,370.27801513671875,1280.0,720.0,,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-08-11h-01m-43s,AUTOLab/failure/2023-07-07/Fri_Jul__7_18:53:55_2023,,,,"['24400334', '22008760']",,,,524.2957153320312,,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,,,,,"['22008760', '24400334', '18026681']","{'AUTOLab+84bd5053+2023-07-21-12h-39m-43s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:39:43_2023', '24400334': [0.13571399730802516, -0.5260054242697205, 0.2991680466882737, -1.9129159808305245, -0.07570182865119501, -0.729133410079116], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6086551667947017, '24400334_source': 'GT', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.835347529070805, '22008760_source': 'GT'}}",531.8394775390625,732.2020874023438,639.7767333984375,,1280.0,720.0,,0.0,0.0,,0.0
AUTOLab+84bd5053+2023-07-14-16h-48m-12s,AUTOLab/failure/2023-07-21/Fri_Jul_21_15:28:09_2023,,,,,,,,524.3106689453125,,639.7766723632812,370.278076171875,,720.0,0.0,,,0.0,
AUTOLab+5d05c5aa+2023-07-07-14h-47m-22s,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:42:09_2023,,731.0,960.0,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,,531.76123046875,,344.00885009765625,1280.0,720.0,0.0,0.0,,0.0,
,,,,,,,,,531.77880859375,732.2020874023438,639.7760009765625,344.0085144042969,1280.0,720.0,0.0,0.0,0.0,,0.0
